,0,1,2,3,4,5
Setting,AB,AB,AB,AB,AB,AB
Algorithm,A2C,ARS,CrossQ,PPO,TQC,TRPO
Mean,-0.3594899006607895,-29.633326396101975,-0.40135411029403306,-0.3098656562929688,-0.18286262534326173,-0.07909317876715279
Max,0.0116084130859375,-0.09696528125,0.13359390625,-0.06541109765625,0.133369859375,0.133176921875
SD,0.2633232745897094,8.671622346154356,0.7154705235552269,0.1992302263400847,0.8691420104649266,0.13726104498543815
Range,1.2722722880859374,40.10509871875,5.65230290625,1.23690865234375,15.093931859375,1.239161796875
