,0,1,2,3,4,5
Setting,AB,AB,AB,AB,AB,AB
Algorithm,A2C,ARS,CrossQ,PPO,TQC,TRPO
Mean,-0.4665221447005615,-32.91684002102542,-0.20217470083537248,-0.39254837214062505,-0.21104727452996827,-0.14068091287921905
Max,0.011031400390625,-0.09073996875,0.133051640625,-0.107031203125,0.133327703125,0.13330590625
SD,0.3876136018114865,12.12354162304013,0.3205693452160353,0.33791419568363285,0.5705683028909756,0.15208953431949537
Range,1.705089650390625,50.26669203125,3.864758890625,1.560959171875,9.361802703125,1.50757853125
