train/critic_loss,rollout/ep_len_mean,time/fps,train/n_updates,time/time_elapsed,train/actor_loss,train/ent_coef_loss,train/learning_rate,train/ent_coef,time/episodes,rollout/ep_rew_mean,time/total_timesteps
5034.1845703125,19.48,128,2474,78,249734.84375,1.3782272338867188,0.0064,66.64591217041016,223,-431143.4621606299,10000
5413.494140625,34.4,126,4974,157,236019.671875,-1.9160435199737549,0.0064,74.27185821533203,543,-569606.96107151,20000
6151.0517578125,16.21,126,7474,237,227476.015625,0.1566636562347412,0.0064,72.40139770507812,1014,-248281.58492421004,30000
5043.8349609375,8.35,125,9974,317,198380.84375,-6.91278600692749,0.0064,84.8588638305664,1831,-169839.60913685002,40000
4627.73388671875,7.62,126,12474,396,161187.078125,-1.2248039245605469,0.0064,72.29362487792969,2986,-161342.22179772,50000
4071.91162109375,6.87,125,14974,476,157967.296875,1.1799015998840332,0.0064,63.84963607788086,3994,-153439.73744874,60000
2804.187744140625,7.03,125,17474,556,135128.484375,-0.8581970930099487,0.0064,49.57087707519531,5351,-155054.2,70000
1785.8643798828125,6.07,125,19974,635,114276.9375,1.9608819484710693,0.0064,33.408592224121094,6907,-145303.00217455,80000
1011.504150390625,6.04,125,22474,716,109220.25,-0.6474777460098267,0.0064,17.044179916381836,8567,-145307.94248105,90000
646.6548461914062,6.04,125,24974,796,107822.8515625,0.8616188168525696,0.0064,17.258068084716797,10203,-145007.56577103003,100000
493.8209228515625,6.0,125,27474,876,107015.625,0.47705888748168945,0.0064,13.305730819702148,11811,-144566.98082143,110000
416.47955322265625,6.0,125,29974,956,107251.0546875,-0.24661168456077576,0.0064,9.378931045532227,13379,-144417.03393552997,120000
297.396240234375,6.18,125,32474,1036,106580.03125,1.321471095085144,0.0064,7.4668378829956055,14973,-146137.44263133,130000
225.1589813232422,6.0,125,34974,1116,106257.6171875,1.445112943649292,0.0064,6.635356903076172,16615,-144444.56192246,140000
224.64108276367188,6.41,125,37474,1196,107446.734375,0.7050050497055054,0.0064,6.192646026611328,18214,-148774.01874782998,150000
298.8673095703125,6.55,125,39974,1276,107096.5859375,-0.9747022390365601,0.0064,6.2979865074157715,19801,-150141.58923525,160000
308.2145690917969,6.0,125,42474,1357,107275.6640625,0.3502156138420105,0.0064,5.304139614105225,21407,-144322.73002024,170000
319.2769470214844,6.0,125,44974,1437,107335.671875,1.2875688076019287,0.0064,5.142475605010986,22872,-144256.21075424002,180000
362.4711608886719,6.03,125,47474,1519,107733.421875,-0.8788236379623413,0.0064,6.288908004760742,24310,-144519.54583632998,190000
464.447509765625,6.02,124,49974,1600,107203.796875,-1.570172905921936,0.0064,7.236988544464111,25954,-143636.56073854,200000
280.4695739746094,6.29,124,52474,1681,105932.0,2.942258358001709,0.0064,8.286205291748047,27591,-145443.34668175,210000
341.34332275390625,7.09,124,54974,1763,106339.7265625,-0.8549942970275879,0.0064,7.828869819641113,29183,-154865.15541323004,220000
276.5121154785156,6.31,124,57474,1845,105514.828125,2.6872200965881348,0.0064,7.825986862182617,30796,-145295.22453103,230000
258.2239990234375,6.09,124,59974,1928,105708.8671875,2.0679550170898438,0.0064,7.948636531829834,32412,-143195.11670363,240000
326.8479919433594,6.5,124,62474,2011,105973.71875,2.107527256011963,0.0064,7.863224029541016,34011,-147930.86445812002,250000
309.8953857421875,6.09,124,64974,2096,105554.2265625,-2.2252135276794434,0.0064,6.935440540313721,35619,-142992.85835392997,260000
274.4764099121094,6.02,123,67474,2181,105760.203125,-0.32923591136932373,0.0064,5.816267013549805,37199,-142571.18408213,270000
261.8682556152344,6.0,123,69974,2267,105911.6171875,0.4263294041156769,0.0064,6.180891990661621,38857,-142338.27671046002,280000
305.3719787597656,6.07,123,72474,2353,105219.25,3.8660101890563965,0.0064,5.262706279754639,40485,-143007.33755184003,290000
304.27764892578125,7.38,122,74974,2440,105044.5859375,2.7157304286956787,0.0064,4.382933139801025,42111,-178488.52018830003,300000
179.59725952148438,6.03,122,77474,2527,105513.1171875,-0.43868449330329895,0.0064,4.346907138824463,43752,-142778.36330339,310000
245.2367401123047,6.01,122,79974,2616,105637.5078125,-1.880568265914917,0.0064,3.824082136154175,45393,-142266.79059947998,320000
282.12896728515625,6.02,121,82474,2705,105200.8515625,0.7216669321060181,0.0064,3.794785737991333,47016,-142345.55204614002,330000
195.4185791015625,6.46,121,84974,2795,105288.71875,0.301827996969223,0.0064,3.782071352005005,48659,-147135.540836,340000
257.8650817871094,6.0,121,87474,2885,105070.2109375,-1.7472277879714966,0.0064,3.7430899143218994,50297,-142171.66034622001,350000
213.37155151367188,6.0,120,89974,2976,106026.2890625,2.8981516361236572,0.0064,4.9648261070251465,51844,-142216.6863743,360000
215.23483276367188,6.0,120,92474,3065,105406.4296875,1.6368149518966675,0.0064,5.4506449699401855,53405,-142226.84253117,370000
310.8861083984375,6.0,120,94974,3156,106022.34375,4.415121555328369,0.0064,6.516026020050049,55014,-142251.50274039002,380000
356.369873046875,6.04,120,97474,3246,106309.2578125,1.5167770385742188,0.0064,6.812344551086426,56595,-142658.32555523998,390000
239.98907470703125,6.0,119,99974,3337,105443.078125,3.048130989074707,0.0064,5.343106746673584,58236,-142766.60704559,400000
323.3014221191406,7.4,119,102474,3428,105491.21875,5.951857089996338,0.0064,6.692454814910889,59838,-166126.92362169997,410000
568.05078125,6.0,119,104974,3518,106759.8359375,1.1132347583770752,0.0064,7.755180358886719,61489,-142456.87136894997,420000
229.36105346679688,6.02,119,107474,3608,105312.5859375,1.9350303411483765,0.0064,5.664082050323486,63146,-142671.01019129,430000
202.22122192382812,6.02,118,109974,3699,105504.921875,0.8803418278694153,0.0064,4.286926746368408,64799,-142428.08719388,440000
480.15234375,6.02,118,112474,3789,108465.2109375,-5.65084981918335,0.0064,4.844627380371094,66387,-142533.63277924,450000
236.12179565429688,6.02,118,114974,3879,107169.078125,-3.139770746231079,0.0064,4.416138172149658,68040,-142411.13503446,460000
214.4121856689453,6.0,118,117474,3970,106238.4453125,1.080186367034912,0.0064,3.464615821838379,69672,-142167.02210965,470000
239.32666015625,7.55,118,119974,4062,105682.65625,4.023163795471191,0.0064,5.5867414474487305,71297,-163807.64292221,480000
278.38824462890625,8.08,117,122474,4153,107071.671875,0.7830725312232971,0.0064,4.518055438995361,72915,-198429.01251548,490000
821.486572265625,6.72,117,124974,4245,111966.7578125,-9.453582763671875,0.0064,11.788061141967773,74234,-152737.45191713,500000
702.312255859375,6.0,117,127474,4337,110160.8515625,-2.8102095127105713,0.0064,8.242961883544922,75899,-142214.35803059998,510000
593.9284057617188,6.12,117,129974,4428,109426.3828125,-1.089861512184143,0.0064,7.775527477264404,77461,-143328.34593164,520000
331.4647216796875,8.4,117,132474,4520,107665.5234375,6.731462001800537,0.0064,8.349078178405762,79078,-210359.65449779003,530000
489.9247741699219,6.0,117,134974,4612,109653.21875,-1.7271267175674438,0.0064,8.284553527832031,80735,-142359.21242311999,540000
563.8716430664062,6.01,116,137474,4704,110318.0546875,-7.970804691314697,0.0064,8.294116973876953,82398,-142394.44276518,550000
318.8765869140625,6.0,116,139974,4796,107327.984375,-4.123052597045898,0.0064,6.620683193206787,84059,-142501.71731628,560000
101.83795928955078,6.0,116,142474,4888,104937.078125,2.8441193103790283,0.0064,2.977787494659424,85718,-142128.27142288996,570000
146.44874572753906,6.01,116,144974,4979,105136.5625,-3.8428499698638916,0.0064,3.132164239883423,87384,-142298.79874792,580000
81.98680877685547,6.09,116,147474,5071,104860.453125,-0.5805767774581909,0.0064,2.4903621673583984,89038,-143074.70650501997,590000
150.3528594970703,6.0,116,149974,5162,107448.25,-0.7273241281509399,0.0064,2.9824271202087402,90575,-142154.68369958,600000
292.4737548828125,6.0,116,152474,5254,105815.359375,1.3129466772079468,0.0064,3.898279905319214,92237,-142161.27711555,610000
1430.19873046875,13.14,115,154974,5345,117989.09375,-0.09068191051483154,0.0064,40.766754150390625,93038,-268219.02050787996,620000
2991.7841796875,6.4,115,157474,5437,131937.84375,-17.83242416381836,0.0064,56.46434783935547,93833,-152210.87130525004,630000
2485.97265625,6.24,115,159974,5528,129466.5625,-1.6138668060302734,0.0064,34.9733772277832,95333,-145503.46197300998,640000
3276.64794921875,6.1,115,162474,5620,130793.46875,2.576223850250244,0.0064,40.426048278808594,96867,-143766.57266096002,650000
2513.0859375,6.37,115,164974,5711,129397.828125,-5.1197190284729,0.0064,31.76821517944336,98330,-145650.43959033999,660000
3017.865234375,6.07,115,167474,5803,131141.28125,-4.898531436920166,0.0064,32.448829650878906,99807,-140950.12070345998,670000
3135.932861328125,6.0,115,169974,5894,131050.40625,2.917290210723877,0.0064,40.647823333740234,101276,-141227.96776462,680000
1718.8065185546875,6.85,115,172474,5986,117809.4375,1.7797729969024658,0.0064,21.87421989440918,102844,-156547.48886490997,690000
1950.3824462890625,6.0,115,174974,6077,112605.5703125,-4.783365726470947,0.0064,16.286691665649414,104428,-138728.27269330004,700000
990.9227294921875,6.21,115,177474,6169,109843.0703125,-4.011187553405762,0.0064,14.16086483001709,106012,-141463.30545995,710000
713.1934204101562,6.95,114,179974,6261,108256.328125,-0.8267953395843506,0.0064,13.345625877380371,107590,-150849.50748827,720000
817.7422485351562,6.44,114,182474,6353,107161.9609375,0.14194178581237793,0.0064,13.327593803405762,109184,-145559.51716934002,730000
714.0029907226562,6.0,114,184974,6447,107542.859375,-1.7566996812820435,0.0064,12.520240783691406,110811,-138434.20113521,740000
537.8460083007812,6.05,114,187474,6541,104340.4296875,1.220029354095459,0.0064,12.551970481872559,112429,-138920.08012384002,750000
399.5078125,6.38,114,189974,6636,104177.3359375,-2.339205265045166,0.0064,10.851168632507324,114036,-144401.71094008,760000
644.456787109375,6.0,114,192474,6730,106059.109375,-6.157954216003418,0.0064,11.760713577270508,115649,-138404.829921,770000
667.4742431640625,6.1,114,194974,6825,103785.078125,-1.12723970413208,0.0064,9.17650318145752,117295,-139430.04568124,780000
432.703125,6.77,114,197474,6919,103392.8984375,-2.1134254932403564,0.0064,8.21170425415039,118939,-148914.17783379002,790000
320.74456787109375,6.14,114,199974,7014,104196.3515625,-2.1211507320404053,0.0064,7.367184638977051,120559,-139537.76220929,800000
279.898681640625,6.12,113,202474,7109,103579.2109375,-0.9591124057769775,0.0064,8.195990562438965,122179,-139796.42328327,810000
374.4738464355469,6.0,113,204974,7203,105726.34375,-2.634620189666748,0.0064,10.434354782104492,123711,-138235.54728771,820000
289.554931640625,6.0,113,207474,7296,106627.5,1.0641286373138428,0.0064,9.962721824645996,125334,-138259.44563534,830000
494.81707763671875,7.28,113,209974,7389,106825.859375,1.422834873199463,0.0064,13.881474494934082,126831,-157926.52428193,840000
798.0076904296875,6.26,113,212474,7482,109568.5234375,-1.666806936264038,0.0064,20.442649841308594,128304,-141504.04909713997,850000
726.57470703125,6.0,113,214974,7575,105870.15625,1.7084285020828247,0.0064,20.995906829833984,129908,-138639.18454236002,860000
1101.19970703125,6.0,113,217474,7668,108379.8515625,-5.763538837432861,0.0064,18.356809616088867,131554,-138629.85125986996,870000
609.5989990234375,6.18,113,219974,7762,106062.328125,3.3902268409729004,0.0064,18.98012351989746,133173,-140313.57491424,880000
559.8018188476562,8.84,113,222474,7855,105400.8203125,6.123228549957275,0.0064,17.742124557495117,134722,-241894.44508402998,890000
944.5551147460938,6.5,113,224974,7949,108962.3515625,-9.884521484375,0.0064,20.839262008666992,136272,-145362.60672947,900000
706.7725830078125,6.19,113,227474,8042,106032.8828125,4.462322235107422,0.0064,16.04368782043457,137859,-140499.39597838,910000
581.995361328125,6.06,113,229974,8134,104701.640625,-1.6652703285217285,0.0064,12.615234375,139510,-139084.11374296,920000
576.6742553710938,6.4,113,232474,8228,105413.0546875,6.151946544647217,0.0064,12.284947395324707,141136,-142445.10169766,930000
438.7510986328125,6.0,112,234974,8321,104511.21875,3.2880454063415527,0.0064,11.149778366088867,142768,-138337.32835747997,940000
418.6806945800781,6.06,112,237474,8415,104416.7265625,-4.291489124298096,0.0064,9.069602012634277,144418,-138983.88402266998,950000
274.5076904296875,6.0,112,239974,8508,103104.578125,-1.0323050022125244,0.0064,6.130771160125732,146063,-138206.75197256,960000
220.3946533203125,6.02,112,242474,8597,103535.1796875,-0.16408175230026245,0.0064,6.1907172203063965,147680,-138579.42435762,970000
117.03380584716797,6.0,112,244974,8683,103094.015625,1.5749473571777344,0.0064,6.4817023277282715,149303,-138339.78535250996,980000
318.77569580078125,6.69,112,247474,8770,103097.546875,-0.024981379508972168,0.0064,7.4729108810424805,150865,-148317.03741335002,990000
396.289306640625,6.02,112,249974,8857,104686.0625,-0.9100173115730286,0.0064,9.222569465637207,152495,-138510.99321412,1000000
