train/value_loss,train/explained_variance,time/total_timesteps,train/is_line_search_success,time/time_elapsed,train/policy_objective,rollout/ep_rew_mean,rollout/ep_len_mean,train/std,train/learning_rate,time/fps,train/kl_divergence_loss,train/n_updates
662252614.45,0.0,140000,1.0,51,0.03489695489406586,-172067.50312182002,205.95,0.9388582110404968,0.001,2694,0.007559011224657297,17
430484930.35,0.0,150000,1.0,55,0.03775591775774956,-149265.89335709,217.26,0.9326680302619934,0.001,2703,0.005895465612411499,18
484130876.825,0.0,160000,1.0,58,0.04556499421596527,-154935.00414059003,255.02,0.9434617161750793,0.001,2712,0.006871521007269621,19
511559986.95,5.960464477539063e-08,170000,1.0,62,0.034603051841259,-157300.59455322,286.84,0.9329032301902771,0.001,2718,0.006703920662403107,20
346731814.675,0.0,180000,1.0,66,0.035226836800575256,-119691.40093613001,288.97,0.9234239459037781,0.001,2723,0.006615824997425079,21
353427206.85,-1.1920928955078125e-07,190000,1.0,70,0.034742292016744614,-71974.04849669,297.62,0.9189493656158447,0.001,2691,0.005377901252359152,23
398934943.9375,-1.1920928955078125e-07,200000,1.0,74,0.036035191267728806,-39142.210799579996,293.04,0.9158768653869629,0.001,2697,0.006795981433242559,24
405840597.1,0.0,210000,1.0,77,0.04518583044409752,-36092.85646233,292.82,0.9137187600135803,0.001,2702,0.00856741238385439,25
294684690.0375,0.0,220000,1.0,81,0.03565674647688866,-16897.449979880003,318.53,0.9034104347229004,0.001,2706,0.008549434132874012,26
234124500.75,0.016383588314056396,230000,1.0,85,0.04033491387963295,-1975.905020840001,349.76,0.9060785174369812,0.001,2679,0.008024352602660656,28
313112284.225,0.005708277225494385,240000,1.0,89,0.03461889550089836,48713.16556897,329.89,0.8876169323921204,0.001,2684,0.007065319921821356,29
326330828.7,0.00938868522644043,250000,1.0,92,0.0402059331536293,63445.71606372,276.28,0.8952386975288391,0.001,2688,0.007814782671630383,30
424914990.0625,0.0002728104591369629,260000,1.0,96,0.033343393355607986,66788.57367122,260.04,0.8885937333106995,0.001,2688,0.00799738708883524,31
337155988.725,0.0030891895294189453,270000,1.0,100,0.04050036892294884,72956.76418697,239.16,0.9013400077819824,0.001,2691,0.008945385925471783,32
250814998.38125,0.012040674686431885,280000,1.0,104,0.03614857792854309,71041.86564274,265.95,0.8903632164001465,0.001,2670,0.007375174667686224,34
374037300.275,0.04516178369522095,290000,1.0,108,0.03279159963130951,57698.02624338999,276.6,0.8760887980461121,0.001,2674,0.007477825973182917,35
263132762.1375,0.02908104658126831,300000,1.0,111,0.034815315157175064,55804.61137884,289.76,0.8805013298988342,0.001,2678,0.007202368229627609,36
330507948.9125,0.02861553430557251,310000,1.0,115,0.034864697605371475,56183.27181248,264.22,0.8789868354797363,0.001,2682,0.007741284091025591,37
278684936.4,0.004366815090179443,320000,1.0,120,0.035711292177438736,59563.023197639995,250.5,0.8713026642799377,0.001,2665,0.009270581416785717,39
326935631.625,0.03555119037628174,330000,1.0,123,0.031927719712257385,74423.22354123,242.21,0.8655261993408203,0.001,2670,0.008341488428413868,40
416062744.4625,0.03190493583679199,340000,1.0,127,0.041631199419498444,94579.51097247,196.99,0.867883026599884,0.001,2668,0.008530224673449993,41
406806919.0,0.04171895980834961,350000,1.0,131,0.037707749754190445,91017.67140211,177.34,0.8590415120124817,0.001,2671,0.007597819436341524,42
491641407.275,0.01372295618057251,360000,1.0,134,0.030752340331673622,96634.5248623,156.61,0.8448377251625061,0.001,2674,0.007556023541837931,43
558956719.475,0.0008819699287414551,370000,1.0,139,0.03988921642303467,102333.86882596002,141.06,0.8430915474891663,0.001,2658,0.00950403418391943,45
643073495.5,0.003802955150604248,380000,1.0,142,0.02861832082271576,112558.61776022,133.33,0.8417351841926575,0.001,2660,0.006398752331733704,46
605145641.05,0.022942066192626953,390000,1.0,146,0.03174404054880142,109346.68475890999,129.34,0.8431236147880554,0.001,2662,0.0069894008338451385,47
756991801.7,0.000884711742401123,400000,1.0,150,0.038791730999946594,112545.20860384,102.52,0.8324017524719238,0.001,2664,0.00805625319480896,48
660978304.55,0.0005658864974975586,410000,1.0,154,0.028545022010803223,113906.14018058,125.87,0.8244626522064209,0.001,2649,0.007104065734893084,50
760733648.9,0.0,420000,1.0,158,0.036138951778411865,113164.86627438999,118.4,0.8306608200073242,0.001,2651,0.009627207182347775,51
681548170.15,0.0,430000,1.0,162,0.03878653794527054,114378.98194239,128.03,0.8253259658813477,0.001,2652,0.008752559311687946,52
719390681.45,0.0,440000,1.0,165,0.036024753004312515,112771.994343,97.97,0.8253664374351501,0.001,2653,0.008975323289632797,53
895857347.55,0.0,450000,1.0,169,0.03548643738031387,109878.86648092,103.1,0.8134915828704834,0.001,2656,0.008662954904139042,54
771451924.0,3.4570693969726562e-06,460000,1.0,174,0.03894238919019699,114538.60250493,109.51,0.7933189868927002,0.001,2642,0.007836687378585339,56
564568448.925,0.03139948844909668,470000,1.0,177,0.0382462777197361,106440.89330821,131.09,0.7929962277412415,0.001,2645,0.008420168422162533,57
511562760.475,0.10029685497283936,480000,1.0,181,0.04068511724472046,88989.67576786998,140.01,0.787406861782074,0.001,2647,0.00880937185138464,58
668926016.1,0.04632169008255005,490000,1.0,184,0.0442502535879612,102653.15675081998,140.26,0.7827755808830261,0.001,2649,0.00812257919460535,59
290316869.55,0.12459474802017212,500000,1.0,189,0.022254841402173042,94593.87083870999,188.04,0.7727140784263611,0.001,2633,0.007239228580147028,61
216812914.0375,0.13005805015563965,510000,1.0,193,0.03334152698516846,68027.77788768,248.1,0.7712499499320984,0.001,2636,0.008233846165239811,62
341036836.775,0.11499404907226562,520000,1.0,196,0.03220449388027191,62968.70487893,268.92,0.7671854496002197,0.001,2639,0.008786539547145367,63
232331198.18125,0.13362789154052734,530000,1.0,200,0.031700968742370605,60422.92141008999,281.93,0.760225772857666,0.001,2642,0.007658151909708977,64
118269081.7171875,0.16812193393707275,540000,1.0,204,0.07884970307350159,62435.029380119995,301.98,0.7562353014945984,0.001,2645,0.007261365186423063,65
156418395.0265625,0.15698730945587158,550000,1.0,208,0.04730118811130524,51571.45702663,360.05,0.7648818492889404,0.001,2635,0.008554753847420216,67
129340213.2546875,0.11754095554351807,560000,1.0,212,0.03929430991411209,48080.98840190001,387.66,0.7628278136253357,0.001,2638,0.00914378184825182,68
157616785.165625,0.14328056573867798,570000,1.0,215,0.040807366371154785,48354.178761480005,397.76,0.7609763145446777,0.001,2641,0.008494383655488491,69
116705896.390625,0.11339336633682251,580000,1.0,219,0.051980506628751755,43589.70876719001,438.52,0.7623093128204346,0.001,2643,0.00791692640632391,70
96839310.0828125,0.15677297115325928,590000,1.0,223,0.06016012281179428,37489.82582875001,469.56,0.7508412003517151,0.001,2634,0.0066842250525951385,72
36131183.35830078,0.21870017051696777,600000,1.0,227,0.03662130609154701,31602.16045879,517.58,0.7502928376197815,0.001,2637,0.006994809489697218,73
64121490.04296875,0.1495683193206787,610000,1.0,231,0.04179404303431511,31412.84337623,542.08,0.7521052360534668,0.001,2640,0.007492552977055311,74
218598368.2375,0.09874093532562256,620000,1.0,234,0.04413056746125221,27031.145943649997,501.13,0.7482538819313049,0.001,2642,0.008687637746334076,75
84476541.234375,0.16297703981399536,630000,1.0,238,0.050383955240249634,22839.214579729996,493.37,0.7414868474006653,0.001,2644,0.008850441314280033,76
132774746.040625,0.167283296585083,640000,1.0,242,0.04103681072592735,26861.51176256,458.89,0.7399991154670715,0.001,2637,0.009396574459969997,78
66007418.98515625,0.20702099800109863,650000,1.0,246,0.0697125643491745,26600.35085016,438.64,0.7401024699211121,0.001,2639,0.007900199852883816,79
112005232.5046875,0.1531040072441101,660000,1.0,249,0.0632510706782341,29520.61501298,440.38,0.7412474155426025,0.001,2641,0.008214513771235943,80
180318280.690625,0.16392886638641357,670000,1.0,253,0.04400825500488281,17790.944487390003,469.89,0.7439336776733398,0.001,2644,0.009473989717662334,81
87710522.39375,0.14695113897323608,680000,1.0,257,0.043021153658628464,9456.33838763,498.84,0.7408007979393005,0.001,2637,0.007120247930288315,83
39089112.17109375,0.2325042486190796,690000,1.0,261,0.0341293141245842,-281.36144214999626,542.81,0.7434758543968201,0.001,2639,0.0059771426022052765,84
101469151.315625,0.20243144035339355,700000,1.0,265,0.05227796733379364,-504.54421826999925,533.57,0.7435992360115051,0.001,2641,0.008693404495716095,85
230923655.225,0.08923643827438354,710000,1.0,268,0.04904526099562645,-2845.542703580001,519.06,0.7483450770378113,0.001,2643,0.008457631804049015,86
135594950.275,0.20137804746627808,720000,1.0,272,0.05232193320989609,4384.121142379999,468.73,0.7454637885093689,0.001,2646,0.00846013706177473,87
236516419.475,0.1350926160812378,730000,1.0,276,0.0493958443403244,-79377.40807794001,375.64,0.7477515339851379,0.001,2638,0.009432252496480942,89
186107110.68125,0.17402881383895874,740000,1.0,280,0.08330567181110382,-67775.75563764,344.35,0.7449752688407898,0.001,2640,0.009811787866055965,90
217484936.4375,0.11309826374053955,750000,1.0,283,0.046412598341703415,-57189.46335671001,322.86,0.7468281388282776,0.001,2642,0.008234445005655289,91
152665974.76875,0.20606601238250732,760000,1.0,287,0.03925885260105133,49531.06367451,370.21,0.7455759644508362,0.001,2644,0.009076117537915707,92
76898144.275,0.1620039939880371,770000,1.0,290,0.043209124356508255,40004.03921617,416.45,0.7480220794677734,0.001,2646,0.008595808409154415,93
23561217.97128906,0.27929216623306274,780000,1.0,295,0.04827955365180969,33602.52797381,475.78,0.7446513175964355,0.001,2640,0.008347168564796448,95
7542792.2880859375,0.1811310052871704,790000,1.0,299,0.03676122426986694,23185.768315809997,541.96,0.7408699989318848,0.001,2641,0.0074325259774923325,96
53832644.22246094,0.22004836797714233,800000,1.0,302,0.029858265072107315,13193.52613903,609.76,0.7379904389381409,0.001,2643,0.009513926692306995,97
125037638.66875,0.016435444355010986,810000,1.0,306,0.044832900166511536,-1472.5235523900005,663.08,0.7352882027626038,0.001,2645,0.008943581022322178,98
110112011.80625,0.20041126012802124,820000,1.0,311,0.05243336781859398,-5629.42135794,681.3,0.7354500889778137,0.001,2635,0.009273688308894634,100
39557198.100976564,0.19610589742660522,830000,1.0,314,0.055489011108875275,-9669.120645980001,703.4,0.731468915939331,0.001,2635,0.009261623956263065,101
64302111.73828125,0.05566966533660889,840000,1.0,318,0.035740844905376434,-6428.945196059999,707.43,0.7290862202644348,0.001,2636,0.0066546183079481125,102
77283811.553125,0.1642332673072815,850000,1.0,322,0.0476304329931736,1429.7519718300005,658.18,0.7362788319587708,0.001,2636,0.009083054959774017,103
61863918.9109375,0.2023453712463379,860000,1.0,326,0.025140950456261635,-2923.4759654899967,654.46,0.732732355594635,0.001,2635,0.006304718554019928,104
23866491.827929687,0.25946682691574097,870000,1.0,330,0.036504097282886505,-100.22235083999924,680.11,0.7301028370857239,0.001,2628,0.007431764155626297,106
23254273.268652342,0.24005872011184692,880000,1.0,334,0.05136475712060928,7121.546892869998,693.35,0.7343881726264954,0.001,2628,0.008202397264540195,107
25473155.9112793,0.19699060916900635,890000,1.0,338,0.06966135650873184,4635.1641039900005,713.04,0.7380428314208984,0.001,2627,0.009996960870921612,108
45595725.70195313,0.21469193696975708,900000,1.0,342,0.06229425221681595,-1360.1018499399995,749.47,0.7366753220558167,0.001,2628,0.0077282884158194065,109
42265422.48164062,0.2677643895149231,910000,1.0,347,0.03379017114639282,359.14489714000024,749.74,0.7421268820762634,0.001,2620,0.008856812492012978,111
88835667.43203124,0.19655966758728027,920000,1.0,351,0.03293631598353386,7594.386096699999,719.98,0.7427145838737488,0.001,2620,0.007910199463367462,112
129677939.3,0.22663259506225586,930000,1.0,354,0.035158947110176086,22248.782147620004,646.95,0.7425392270088196,0.001,2620,0.009004260413348675,113
138327254.30625,0.22081178426742554,940000,1.0,358,0.045074742287397385,36026.81030828,542.85,0.7400665283203125,0.001,2620,0.00921101775020361,114
74655042.05898437,0.24961823225021362,950000,1.0,362,0.04552952200174332,56243.30860588,431.75,0.7409510612487793,0.001,2620,0.008701078593730927,115
223290092.48125,0.23606717586517334,960000,1.0,367,0.2068352997303009,70044.63843396,354.8,0.744720458984375,0.001,2612,0.007144431117922068,117
220849379.840625,0.22420138120651245,970000,1.0,371,0.050038084387779236,73329.23486725,332.27,0.7441691756248474,0.001,2611,0.009100536815822124,118
81869743.04921874,0.2735366225242615,980000,1.0,375,0.043266549706459045,67678.97551838,357.52,0.7472866177558899,0.001,2612,0.009034155867993832,119
71004617.45703125,0.19954419136047363,990000,1.0,378,0.05246569961309433,57804.62592986,402.25,0.74755859375,0.001,2612,0.008303542621433735,120
232251704.08125,0.19605988264083862,1000000,1.0,383,0.046494901180267334,51569.35567077,409.49,0.7468624711036682,0.001,2605,0.009172432124614716,122
