train/actor_loss,time/fps,time/total_timesteps,train/ent_coef_loss,time/episodes,train/critic_loss,rollout/ep_rew_mean,train/ent_coef,time/time_elapsed,rollout/ep_len_mean,train/learning_rate,train/n_updates
1807.546630859375,188,10000,-25.575870513916016,162,88370336.0,-674158.8435115701,2.4162797927856445,53,47.7,0.001,2474
8382.46875,188,20000,-32.164730072021484,459,33983432.0,-160543.28463074,5.2486371994018555,106,40.54,0.001,4974
13191.9453125,190,30000,-32.81642150878906,714,76243120.0,-118867.30177799,10.078409194946289,157,34.42,0.001,7474
16191.7568359375,191,40000,-27.431255340576172,926,85022496.0,-109971.33964155999,17.817485809326172,208,43.86,0.001,9974
19459.4921875,192,50000,-24.230371475219727,1169,75587376.0,-86128.4622905,29.035717010498047,260,44.17,0.001,12474
20410.1171875,192,60000,-15.260671615600586,1320,150013696.0,-116064.19736782002,43.989105224609375,311,75.47,0.001,14974
19442.484375,192,70000,-6.216670036315918,1421,43544168.0,-84959.02557931001,59.235107421875,363,97.12,0.001,17474
20738.48828125,192,80000,-0.09502008557319641,1554,90263776.0,-47116.72886515,67.93402099609375,414,66.24,0.001,19974
21796.69140625,193,90000,0.4875732362270355,1675,45018392.0,-13817.86279209,67.12655639648438,466,87.41,0.001,22474
18863.0234375,193,100000,1.0258166790008545,1828,100721568.0,16977.88037227,63.537384033203125,517,64.37,0.001,24974
12837.732421875,193,110000,-1.569359302520752,2003,125335568.0,78168.55855266,66.36579895019531,569,56.2,0.001,27474
3753.59228515625,193,120000,-1.1387227773666382,2197,50197504.0,86692.42028489002,69.45779418945312,620,53.79,0.001,29974
-5859.97265625,193,130000,0.218650221824646,2401,132616304.0,112786.62867536001,73.64827728271484,672,46.63,0.001,32474
-12536.6708984375,193,140000,1.0546205043792725,2616,88272832.0,115021.26464591,75.3157730102539,723,46.02,0.001,34974
-33126.64453125,193,150000,-0.8633666038513184,2871,73834992.0,121454.90663233999,77.41763305664062,774,38.64,0.001,37474
-32076.259765625,193,160000,-1.3132452964782715,3176,53490832.0,125249.41924402,76.03693389892578,826,32.42,0.001,39974
-41782.9609375,193,170000,0.5230038166046143,3464,128142848.0,130224.72125507999,77.91421508789062,877,35.69,0.001,42474
-51984.875,193,180000,-0.6600713133811951,3779,89339040.0,131461.95285313,73.5474853515625,928,32.35,0.001,44974
-56221.09375,193,190000,-0.9711463451385498,4105,58517640.0,129050.64604847,66.66981506347656,980,29.55,0.001,47474
-64083.6328125,193,200000,-0.46179166436195374,4439,24471224.0,131316.10430126,63.62372970581055,1032,30.78,0.001,49974
-64577.05859375,193,210000,0.7062621712684631,4729,58494940.0,132289.92487196001,66.46780395507812,1084,31.46,0.001,52474
-67494.484375,193,220000,-1.437583088874817,5049,35735180.0,128441.93272799,65.48794555664062,1135,32.1,0.001,54974
-73250.0546875,193,230000,2.068390369415283,5398,60083008.0,132205.1,67.09342956542969,1185,28.27,0.001,57474
-73531.4609375,194,240000,-0.5566366314888,5743,38958644.0,132318.45217360999,66.98295593261719,1236,27.64,0.001,59974
-71430.0625,194,250000,-3.0469977855682373,6105,24710908.0,132755.47728191,66.16101837158203,1287,26.83,0.001,62474
-71012.203125,194,260000,1.649129867553711,6447,25756798.0,132220.04191451,59.243438720703125,1337,30.59,0.001,64974
-74283.6640625,194,270000,1.551558017730713,6820,24815468.0,132251.78736617,58.42231750488281,1387,26.71,0.001,67474
-78319.28125,194,280000,-1.1828290224075317,7178,20982830.0,132093.04595974,60.94611358642578,1437,28.67,0.001,69974
-81399.1015625,194,290000,2.7696287631988525,7518,18022700.0,127644.52177250001,57.96637725830078,1487,28.66,0.001,72474
-80366.4375,195,300000,1.632007360458374,7835,31591088.0,130509.34511169,56.54989242553711,1537,27.43,0.001,74974
-84533.3671875,195,310000,0.6402404308319092,8203,56972740.0,132031.2,51.515846252441406,1587,27.37,0.001,77474
-82189.1171875,195,320000,1.0208156108856201,8550,44948680.0,132401.4,53.23187255859375,1637,30.56,0.001,79974
-83710.03125,195,330000,-0.5315448641777039,8927,64335004.0,130837.9391192,50.89809799194336,1687,26.6,0.001,82474
-84811.6171875,195,340000,-0.07179698348045349,9267,23036472.0,133144.71167167,52.6051025390625,1737,26.82,0.001,84974
-85351.4296875,195,350000,0.19647887349128723,9637,20856202.0,132234.4328431,54.75782012939453,1787,27.1,0.001,87474
-81069.234375,196,360000,0.5354982614517212,10015,21145684.0,133076.35106893998,50.412757873535156,1836,26.13,0.001,89974
-89412.0,196,370000,-0.6340022087097168,10394,11768562.0,132875.46827599,54.35404968261719,1885,25.98,0.001,92474
-86353.34375,196,380000,-0.2082386016845703,10742,72688224.0,130475.15825368,42.356346130371094,1935,35.15,0.001,94974
-87100.359375,196,390000,-0.08710747957229614,11059,31865584.0,132199.78829002997,46.7080078125,1985,35.41,0.001,97474
-83571.25,196,400000,0.6172646880149841,11393,29981310.0,133107.06659704,48.91059875488281,2035,25.68,0.001,99974
-88172.984375,196,410000,-1.0309035778045654,11820,34524732.0,132955.5,41.27104568481445,2091,26.02,0.001,102474
-87118.734375,195,420000,-1.8855466842651367,12190,7552985.0,132579.24246207,41.63644027709961,2147,25.67,0.001,104974
-91414.2109375,195,430000,-0.6629006862640381,12564,12872436.0,129127.36422343999,41.08745193481445,2203,26.89,0.001,107474
-90531.015625,194,440000,1.921247124671936,12925,8023995.0,133209.76372187,39.45426940917969,2259,24.45,0.001,109974
-88820.9140625,194,450000,0.1689583659172058,13299,16571999.0,133085.67488501,41.827762603759766,2317,25.97,0.001,112474
-91828.28125,193,460000,-1.4371331930160522,13608,31228220.0,133044.06764531,36.548980712890625,2375,26.84,0.001,114974
-89985.5625,193,470000,-0.9233027696609497,13915,66031640.0,132521.29363584,42.20962905883789,2433,36.05,0.001,117474
-92285.0546875,192,480000,0.7036046981811523,14280,13476766.0,133217.3,36.85342788696289,2489,24.65,0.001,119974
-90276.984375,192,490000,-2.422166109085083,14661,26519328.0,132851.00766066,35.3183479309082,2545,29.16,0.001,122474
-94394.546875,192,500000,1.6796780824661255,15028,11453088.0,132956.1,35.63994216918945,2602,27.08,0.001,124974
-94609.671875,191,510000,0.40517663955688477,15408,10586003.0,133146.8,36.952388763427734,2658,26.67,0.001,127474
-94320.21875,191,520000,-1.4466036558151245,15795,91591632.0,132725.1678561,35.02374267578125,2715,26.0,0.001,129974
-93523.15625,191,530000,1.5598909854888916,16159,22671560.0,130749.12619331,33.1057014465332,2772,29.63,0.001,132474
