time/fps,time/time_elapsed,train/n_updates,train/ent_coef,train/ent_coef_loss,rollout/ep_len_mean,time/total_timesteps,train/actor_loss,rollout/ep_rew_mean,train/critic_loss,time/episodes,train/learning_rate,eval/mean_reward,eval/mean_ep_length
272,4141,141054,0.24621990323066711,0.44322893023490906,50.62,1128536,-330.8587646484375,1595.8515312600002,3283.61669921875,6336,0.001,,
272,4142,141085,0.24717426300048828,0.04504728317260742,51.16,1128784,-292.0055847167969,1591.13338719,1782.803955078125,6340,0.001,,
272,4143,141106,0.24734224379062653,-0.27727437019348145,51.41,1128952,-346.68798828125,1588.31147842,1299.926513671875,6344,0.001,,
272,4143,141132,0.24745844304561615,-0.41845089197158813,51.36,1129160,-353.28106689453125,1554.68192309,1440.283935546875,6348,0.001,,
272,4144,141168,0.24692031741142273,-0.4015697240829468,51.38,1129448,-358.14776611328125,1555.17502627,2960.803955078125,6352,0.001,,
272,4145,141185,0.24609357118606567,-0.9020439386367798,54.27,1129584,-349.01287841796875,1540.7240819800002,2672.3603515625,6356,0.001,,
272,4146,141226,0.24329911172389984,-0.8159185647964478,54.8,1129912,-328.38226318359375,1535.96566749,1219.838623046875,6360,0.001,,
272,4146,141237,0.24259589612483978,-0.5636187195777893,54.88,1130000,-347.0460205078125,1534.30965761,2166.15380859375,6362,0.001,,
,,,,,,1130000,,,,,,1637.6122599999999,52.2
272,4147,141238,0.24236495792865753,,55.07,1130008,,1532.4340876599997,2061.269287109375,6364,0.001,,
272,4148,141276,0.2397971898317337,-0.41270115971565247,55.05,1130312,-266.89996337890625,1532.4681776200002,1191.796630859375,6368,0.001,,
272,4148,141294,0.2386331558227539,-0.3851933479309082,55.13,1130456,-280.2652282714844,1533.76493628,3011.08837890625,6372,0.001,,
272,4149,141331,0.2369106113910675,-0.783647894859314,55.9,1130752,-318.97344970703125,1528.24980959,2735.551513671875,6376,0.001,,
272,4150,141354,0.23621180653572083,0.5745140314102173,55.81,1130936,-318.7702331542969,1530.1611269500002,2552.26123046875,6380,0.001,,
272,4150,141377,0.23623795807361603,0.040646374225616455,55.59,1131120,-315.2558288574219,1505.4396452500005,2070.71875,6384,0.001,,
272,4151,141408,0.23654602468013763,-0.11474578082561493,55.73,1131368,-341.55291748046875,1504.0745737799996,3542.362060546875,6388,0.001,,
272,4152,141431,0.23682084679603577,0.25855571031570435,55.8,1131552,-313.6539001464844,1505.0286689200002,1653.476318359375,6392,0.001,,
272,4152,141459,0.2377314269542694,0.2008630633354187,55.4,1131776,-401.59930419921875,1508.69467998,1767.4130859375,6396,0.001,,
272,4153,141490,0.23955798149108887,0.718585193157196,55.49,1132024,-361.1880798339844,1505.99441984,2314.4462890625,6400,0.001,,
272,4154,141524,0.242507666349411,0.8874638080596924,55.38,1132296,-343.6270446777344,1506.0517278999998,1300.50634765625,6404,0.001,,
272,4155,141544,0.2450246661901474,1.0209323167800903,55.12,1132456,-421.16986083984375,1508.63695945,1593.735595703125,6408,0.001,,
272,4156,141586,0.24957261979579926,-0.23669227957725525,54.77,1132792,-413.9410705566406,1518.36057795,2094.291015625,6412,0.001,,
272,4156,141605,0.25093403458595276,0.5067258477210999,55.24,1132944,-392.22772216796875,1512.64063262,2265.541015625,6416,0.001,,
272,4158,141649,0.2545180916786194,0.062068916857242584,54.1,1133296,-275.5875549316406,1519.51858635,1229.9990234375,6420,0.001,,
272,4159,141690,0.25596919655799866,0.3751203715801239,54.39,1133624,-335.4766845703125,1514.80038951,2748.99853515625,6424,0.001,,
272,4160,141730,0.25626423954963684,-0.21301312744617462,54.04,1133944,-324.8084716796875,1516.75073768,1374.947509765625,6428,0.001,,
272,4161,141773,0.2564331293106079,-0.37384849786758423,58.4,1134288,-293.2159118652344,1293.4381616,3405.540771484375,6432,0.001,,
272,4161,141782,0.256247878074646,-0.19806161522865295,57.77,1134360,-316.59222412109375,1303.94725805,1700.15625,6436,0.001,,
272,4162,141817,0.2551068365573883,-0.9622945785522461,60.88,1134640,-314.8238220214844,1290.40260542,2051.451904296875,6440,0.001,,
272,4163,141846,0.25345245003700256,-0.5558278560638428,60.88,1134872,-322.90692138671875,1286.03606092,2005.5618896484375,6444,0.001,,
272,4164,141876,0.2515493333339691,-0.6679203510284424,61.26,1135112,-302.7174377441406,1317.9050671300001,4496.0205078125,6448,0.001,,
272,4165,141937,0.25247979164123535,0.5765761733055115,61.79,1135600,-413.033203125,1313.4218199499999,2455.09130859375,6452,0.001,,
272,4167,141979,0.2559051811695099,0.9951112270355225,60.7,1135936,-334.23382568359375,1320.23199717,1946.179931640625,6456,0.001,,
272,4167,142008,0.25830399990081787,0.7448924779891968,61.83,1136168,-350.8515930175781,1317.68494086,2797.33642578125,6460,0.001,,
272,4168,142034,0.2601102292537689,0.3918188810348511,62.87,1136376,-333.324951171875,1314.40999483,2299.27978515625,6464,0.001,,
272,4169,142052,0.26093658804893494,0.0507904589176178,62.86,1136520,-346.1427001953125,1314.1349887499998,2151.395263671875,6468,0.001,,
272,4170,142090,0.2628757357597351,0.2299088090658188,62.95,1136824,-332.454833984375,1309.3069463299998,2415.878173828125,6472,0.001,,
272,4171,142122,0.2642712891101837,0.24107016623020172,62.85,1137080,-368.5723876953125,1260.1214850899999,3651.343505859375,6476,0.001,,
272,4171,142145,0.2646069824695587,-0.30264461040496826,63.01,1137264,-364.070068359375,1256.4417081,2001.1268310546875,6480,0.001,,
272,4172,142183,0.2657027542591095,-0.4134180545806885,63.42,1137568,-314.49310302734375,1275.7064008499997,2276.00390625,6484,0.001,,
272,4172,142188,0.2657351791858673,-0.11453266441822052,62.91,1137608,-342.84136962890625,1247.9057743699998,1388.7623291015625,6488,0.001,,
272,4173,142233,0.26569023728370667,-0.6852125525474548,64.1,1137968,-323.66241455078125,1235.92875375,6750.55029296875,6492,0.001,,
272,4175,142279,0.2651205062866211,0.06645151227712631,64.67,1138336,-395.331298828125,1172.5650258300002,2360.74609375,6496,0.001,,
272,4175,142283,0.2651372253894806,-0.027431178838014603,64.57,1138368,-395.9924621582031,1174.9726200999999,1551.812744140625,6500,0.001,,
272,4176,142331,0.2665213346481323,0.20108911395072937,64.75,1138752,-400.95709228515625,1172.58688815,1877.999755859375,6504,0.001,,
272,4177,142379,0.2686433792114258,-0.013517037034034729,65.3,1139136,-354.34820556640625,1162.56559258,3171.31201171875,6508,0.001,,
272,4178,142398,0.26880985498428345,-0.2017749845981598,65.43,1139288,-417.96197509765625,1161.31805659,5945.2998046875,6512,0.001,,
272,4179,142437,0.2669905424118042,-0.7925685048103333,65.1,1139600,-382.22784423828125,1165.31662171,2152.037841796875,6516,0.001,,
272,4180,142483,0.2626727223396301,-0.5481448173522949,65.2,1139968,-342.70068359375,1163.43851849,1992.0648193359375,6520,0.001,,
272,4180,142487,0.2623940408229828,-0.6060428023338318,65.2,1140000,-345.4947814941406,1163.43851849,1179.489990234375,6520,0.001,,
,,,,,,1140000,,,,,,1632.8553938,51.6
272,4182,142533,0.2589626610279083,-0.466830313205719,65.1,1140368,-325.62274169921875,1165.51649303,5967.232421875,6524,0.001,,
272,4183,142567,0.25753119587898254,-0.32757261395454407,65.09,1140640,-316.03936767578125,1167.1203748,3130.92822265625,6528,0.001,,
272,4184,142600,0.2559436559677124,-0.825713574886322,61.21,1140904,-380.033935546875,1386.0572362599999,1667.58642578125,6532,0.001,,
272,4185,142655,0.25279635190963745,-0.43559449911117554,63.86,1141344,-417.7064208984375,1390.2168589,1729.04736328125,6536,0.001,,
272,4186,142681,0.2506644129753113,-0.24038165807724,60.7,1141552,-265.3061218261719,1407.4209795199997,2066.4970703125,6540,0.001,,
272,4187,142715,0.24816742539405823,-0.3043119013309479,60.47,1141824,-362.42694091796875,1416.35401215,2983.17333984375,6544,0.001,,
272,4188,142756,0.24591831862926483,0.08051414787769318,60.33,1142152,-380.646484375,1417.5640745499998,2564.88818359375,6548,0.001,,
272,4189,142783,0.24541248381137848,-0.8614529371261597,60.14,1142368,-361.05224609375,1418.4553408899997,2138.060546875,6552,0.001,,
272,4190,142834,0.24384887516498566,0.5767108201980591,58.53,1142776,-333.9105529785156,1426.6110244699998,1770.103759765625,6556,0.001,,
272,4191,142856,0.24351933598518372,0.005327679216861725,57.63,1142952,-327.4072265625,1427.3704131299999,1741.894775390625,6560,0.001,,
272,4192,142903,0.24255526065826416,0.40496426820755005,56.34,1143328,-376.6211853027344,1436.3269197400002,2159.17041015625,6564,0.001,,
272,4193,142944,0.24207527935504913,0.5105631351470947,56.6,1143656,-340.37005615234375,1437.04760239,2027.242919921875,6568,0.001,,
272,4194,142960,0.24180816113948822,-0.5402247905731201,56.4,1143784,-344.7823486328125,1442.7227013899997,1951.196044921875,6572,0.001,,
272,4195,142999,0.24120628833770752,0.20942571759223938,56.19,1144096,-332.13494873046875,1493.8120750399999,2287.52197265625,6576,0.001,,
272,4196,143057,0.2407962530851364,0.1344001293182373,56.14,1144560,-346.197509765625,1496.41749856,2259.14794921875,6580,0.001,,
272,4197,143093,0.24059057235717773,-0.7612928152084351,56.49,1144848,-334.78094482421875,1500.6676117200002,2911.95458984375,6584,0.001,,
272,4199,143138,0.23820145428180695,-0.17614980041980743,58.25,1145208,-392.15472412109375,1523.6175273100005,2449.46044921875,6588,0.001,,
272,4200,143177,0.2365015298128128,-0.26856788992881775,66.58,1145520,-370.38555908203125,957.9332356699998,2479.3876953125,6592,0.001,,
272,4200,143185,0.2361508011817932,-0.3484625816345215,67.0,1145584,-343.30279541015625,1010.55852704,3686.343505859375,6596,0.001,,
272,4201,143227,0.2326320856809616,-1.414117455482483,66.52,1145920,-349.6676025390625,1015.2674968700001,1941.0570068359375,6600,0.001,,
272,4202,143254,0.2302183210849762,-0.31886956095695496,66.55,1146136,-332.4786071777344,1016.5404784000001,1698.225341796875,6604,0.001,,
272,4203,143290,0.22888100147247314,0.15835660696029663,75.61,1146424,-336.7359313964844,961.2284131600001,1655.37646484375,6608,0.001,,
272,4204,143319,0.22845028340816498,-1.044892430305481,76.39,1146656,-352.6805419921875,956.4132699200002,1191.142578125,6612,0.001,,
272,4204,143343,0.22745367884635925,-1.0319149494171143,76.38,1146848,-282.220703125,957.2045585899999,1618.9482421875,6616,0.001,,
272,4205,143368,0.22579847276210785,-0.4746420681476593,76.36,1147048,-296.0278015136719,958.23551454,2514.72216796875,6620,0.001,,
272,4206,143424,0.22156351804733276,-1.573983907699585,77.1,1147496,-327.0043029785156,954.5094851500002,4734.88818359375,6624,0.001,,
272,4207,143456,0.21859201788902283,-0.9376673102378845,77.64,1147752,-338.07861328125,950.1852100600001,3601.254638671875,6628,0.001,,
272,4208,143494,0.21453650295734406,-0.9995642304420471,77.49,1148056,-264.7979736328125,952.29435934,2551.2236328125,6632,0.001,,
272,4210,143535,0.21081778407096863,-0.01157340407371521,75.35,1148384,-372.1424865722656,972.1088374000001,3232.211181640625,6636,0.001,,
272,4211,143572,0.20837880671024323,-0.3652873635292053,76.48,1148680,-342.42041015625,960.5201721000001,2325.015869140625,6640,0.001,,
272,4211,143598,0.20783615112304688,-0.030605077743530273,76.72,1148888,-316.45672607421875,956.0900219299999,3293.22021484375,6644,0.001,,
272,4212,143631,0.20738589763641357,-0.03979448229074478,77.61,1149152,-359.3114929199219,951.6597032600001,2043.640869140625,6648,0.001,,
272,4214,143680,0.20723804831504822,0.13553351163864136,78.14,1149544,-381.08648681640625,948.7733864799999,3361.83447265625,6652,0.001,,
272,4215,143716,0.2083432972431183,0.36170119047164917,78.33,1149832,-352.995361328125,945.5435974700001,2647.969482421875,6656,0.001,,
272,4215,143733,0.20934931933879852,0.8208896517753601,78.44,1149968,-350.2671813964844,945.2065521900003,4286.9296875,6660,0.001,,
272,4215,143737,0.20982731878757477,0.8315434455871582,78.44,1150000,-338.79791259765625,945.2065521900003,1914.567138671875,6660,0.001,,
,,,,,,1150000,,,,,,1677.192232,47.6
272,4217,143769,0.21290995180606842,1.563240647315979,78.08,1150256,-322.86761474609375,914.2078455800001,2491.38427734375,6664,0.001,,
272,4217,143776,0.21400727331638336,1.5877454280853271,77.63,1150312,-351.67608642578125,917.1670605099998,1887.88427734375,6668,0.001,,
272,4218,143829,0.22247955203056335,1.934183120727539,77.56,1150736,-324.498046875,884.9669739700001,2041.1826171875,6672,0.001,,
272,4219,143869,0.23114801943302155,1.4138306379318237,78.52,1151056,-356.01190185546875,877.3729662900001,2791.67333984375,6676,0.001,,
272,4220,143894,0.23590558767318726,0.9838900566101074,79.01,1151256,-318.5263977050781,873.5903182300003,1254.89892578125,6680,0.001,,
272,4221,143925,0.2406078428030014,1.2781319618225098,78.5,1151504,-380.3282470703125,877.3109323499999,1928.4267578125,6684,0.001,,
272,4222,143969,0.24588780105113983,0.876382052898407,77.41,1151856,-309.74530029296875,882.1368094099998,1076.239990234375,6688,0.001,,
272,4223,143988,0.24736566841602325,0.4323141276836395,68.09,1152008,-381.647216796875,1457.9462889799997,1227.571044921875,6692,0.001,,
272,4224,144028,0.24986141920089722,0.6619855761528015,67.42,1152328,-354.4964294433594,1464.3626331599999,1200.2156982421875,6696,0.001,,
272,4225,144069,0.25162583589553833,0.34532633423805237,67.87,1152656,-349.3431396484375,1461.9180920300007,3336.8662109375,6700,0.001,,
272,4226,144096,0.25232967734336853,0.0864795371890068,67.93,1152872,-334.047119140625,1460.4516646099999,2726.502197265625,6704,0.001,,
272,4227,144145,0.25403428077697754,-0.22638633847236633,58.42,1153264,-325.28265380859375,1523.4298105199996,2359.4765625,6708,0.001,,
272,4228,144172,0.2542925775051117,-0.57566899061203,58.29,1153480,-371.49078369140625,1520.6206112899997,2007.4268798828125,6712,0.001,,
272,4229,144216,0.2533954083919525,-0.381997674703598,57.99,1153832,-313.0009765625,1520.66390419,2068.498291015625,6716,0.001,,
272,4230,144260,0.25225695967674255,0.5270370841026306,57.65,1154184,-333.1037902832031,1518.9962580000001,2102.9912109375,6720,0.001,,
272,4231,144299,0.253096342086792,-0.07878603041172028,57.57,1154496,-333.50927734375,1518.69814894,2520.79345703125,6724,0.001,,
272,4232,144329,0.253129243850708,-0.5311746597290039,67.23,1154736,-266.17376708984375,1388.91611556,1315.374755859375,6728,0.001,,
272,4232,144346,0.2527584135532379,-0.22098416090011597,67.05,1154872,-370.13409423828125,1389.4282623300003,1489.663330078125,6732,0.001,,
272,4233,144370,0.25298380851745605,0.5977619290351868,70.85,1155064,-347.77825927734375,1304.95819667,1258.472900390625,6736,0.001,,
272,4234,144397,0.2548307180404663,0.5641466379165649,69.28,1155280,-307.93707275390625,1317.6118438099998,1709.111572265625,6740,0.001,,
272,4234,144424,0.25717002153396606,0.6097881197929382,69.13,1155496,-301.9176025390625,1319.4498853599998,1585.8785400390625,6744,0.001,,
272,4235,144442,0.25891125202178955,0.9490143656730652,68.19,1155640,-349.55023193359375,1324.2930036599998,2619.0888671875,6748,0.001,,
272,4236,144469,0.2613953649997711,0.6725812554359436,67.46,1155856,-349.49176025390625,1328.6560593400002,2449.5810546875,6752,0.001,,
272,4236,144490,0.26281464099884033,-0.2826176881790161,67.0,1156024,-344.107177734375,1332.4962379400001,2341.1806640625,6756,0.001,,
272,4237,144515,0.26345938444137573,0.327736496925354,66.07,1156224,-408.0008239746094,1339.44085981,1743.3912353515625,6760,0.001,,
272,4238,144547,0.26368677616119385,-0.20521464943885803,66.69,1156480,-309.64654541015625,1363.7449178699999,4471.0615234375,6764,0.001,,
272,4238,144561,0.26352763175964355,-0.3938846290111542,66.75,1156592,-391.7624816894531,1362.63737126,2774.001953125,6768,0.001,,
272,4239,144595,0.26145702600479126,-1.1939302682876587,66.77,1156864,-359.8722839355469,1394.07444184,2794.0380859375,6772,0.001,,
272,4240,144613,0.2597503066062927,-1.0115201473236084,65.7,1157008,-332.24639892578125,1402.88396291,3008.16943359375,6776,0.001,,
272,4240,144647,0.25605976581573486,-0.5814252495765686,65.19,1157280,-402.76416015625,1405.6724526599999,2786.24658203125,6780,0.001,,
272,4241,144684,0.25306642055511475,0.3816620707511902,65.03,1157576,-326.09619140625,1406.2320392900003,2034.519775390625,6784,0.001,,
272,4242,144695,0.2523258924484253,0.24314016103744507,64.73,1157664,-260.669677734375,1408.6647730299999,3236.505126953125,6788,0.001,,
272,4243,144733,0.2521006762981415,0.5418633222579956,64.42,1157968,-301.54925537109375,1410.74895964,2286.0009765625,6792,0.001,,
272,4243,144741,0.25219234824180603,0.09681035578250885,64.3,1158032,-305.8822021484375,1411.6383536900003,3085.2548828125,6796,0.001,,
272,4244,144786,0.2521856427192688,-0.011149317026138306,63.93,1158392,-299.9320983886719,1414.1376013099998,2744.85205078125,6800,0.001,,
272,4245,144796,0.25193560123443604,-0.4518359899520874,63.97,1158472,-319.1899719238281,1412.6107724100002,2506.803466796875,6804,0.001,,
272,4246,144839,0.2509782016277313,0.2913508713245392,63.61,1158816,-340.9053039550781,1415.1689588599997,3157.45458984375,6808,0.001,,
272,4247,144870,0.2517149746417999,0.48874431848526,65.6,1159064,-286.6336669921875,1360.4825607299997,1968.1107177734375,6812,0.001,,
272,4247,144887,0.2527048885822296,0.03551866114139557,65.85,1159200,-390.15576171875,1358.49495007,1744.4940185546875,6816,0.001,,
272,4248,144919,0.25411179661750793,0.0028583407402038574,66.09,1159456,-273.4421691894531,1359.38718044,2034.99658203125,6820,0.001,,
272,4249,144940,0.2545955181121826,0.3706900477409363,65.35,1159624,-315.67547607421875,1363.6523200500003,4277.0146484375,6824,0.001,,
272,4249,144968,0.25475507974624634,0.09438681602478027,55.2,1159848,-337.2264404296875,1495.7228853,7349.2841796875,6828,0.001,,
272,4250,144987,0.25449931621551514,-0.47338175773620605,55.37,1160000,-253.65533447265625,1494.4247775299998,3301.08251953125,6829,0.001,,
,,,,,,1160000,,,,,,1486.5106378,67.0
272,4251,145004,0.2537096440792084,-1.0416706800460815,55.78,1160136,-406.6961669921875,1492.0628078900002,2307.291015625,6832,0.001,,
272,4252,145047,0.2502898871898651,-0.7691031098365784,52.18,1160480,-332.14410400390625,1572.97556682,3343.85302734375,6836,0.001,,
272,4253,145062,0.24925950169563293,-0.12396903336048126,52.51,1160600,-289.2421569824219,1569.70364597,9350.544921875,6840,0.001,,
272,4254,145118,0.24740444123744965,0.25441527366638184,52.84,1161048,-272.77154541015625,1526.10293353,2718.41259765625,6844,0.001,,
272,4255,145158,0.2469240427017212,0.5277222394943237,53.31,1161368,-321.90667724609375,1482.32270158,3136.91162109375,6848,0.001,,
272,4256,145198,0.24831745028495789,-0.021285444498062134,56.02,1161688,-351.50140380859375,1395.0832148999993,2275.768310546875,6852,0.001,,
272,4257,145237,0.251039057970047,1.0782756805419922,56.26,1162000,-356.3653869628906,1393.2749867100001,1710.5679931640625,6856,0.001,,
272,4258,145254,0.2523289620876312,0.7677472829818726,57.91,1162136,-368.802001953125,1377.5267137399999,2078.835693359375,6860,0.001,,
272,4259,145294,0.2553679347038269,0.4091305732727051,57.9,1162456,-355.7779541015625,1380.1228322800002,2871.548583984375,6864,0.001,,
272,4259,145306,0.2557983100414276,-0.2979606091976166,57.91,1162552,-316.21881103515625,1380.02290051,1547.885498046875,6868,0.001,,
272,4260,145339,0.2559303641319275,0.014802463352680206,59.7,1162816,-317.3326416015625,1368.03362816,1848.03857421875,6872,0.001,,
272,4261,145355,0.25586211681365967,-0.5085932016372681,59.56,1162944,-303.95855712890625,1370.26666772,1852.635986328125,6876,0.001,,
272,4262,145388,0.2545413672924042,-0.9376274347305298,59.42,1163208,-328.30499267578125,1372.7666904699997,3247.593017578125,6880,0.001,,
272,4262,145417,0.25283482670783997,-0.1279309242963791,59.34,1163440,-357.081787109375,1374.5954798899998,6158.09814453125,6884,0.001,,
272,4263,145439,0.25235825777053833,0.20607630908489227,59.4,1163616,-372.50054931640625,1374.45534047,1340.2755126953125,6888,0.001,,
272,4264,145463,0.25231045484542847,-0.34556668996810913,60.21,1163808,-385.36248779296875,1358.0247402899997,1496.8682861328125,6892,0.001,,
272,4264,145489,0.2519991993904114,0.02515348792076111,60.22,1164016,-338.9081115722656,1359.53826573,2337.46923828125,6896,0.001,,
272,4265,145511,0.25153490900993347,-0.6581314206123352,60.34,1164192,-332.3849792480469,1358.82355155,1399.4937744140625,6900,0.001,,
272,4266,145538,0.2510341703891754,-0.26580166816711426,60.3,1164408,-347.44091796875,1360.14162125,3725.16015625,6904,0.001,,
272,4266,145564,0.25111278891563416,-0.25109389424324036,60.23,1164616,-308.537109375,1362.5606756500001,1781.492431640625,6908,0.001,,
272,4267,145604,0.25169527530670166,-0.24902158975601196,57.42,1164936,-373.5981140136719,1388.1811489299996,4181.18359375,6912,0.001,,
272,4268,145631,0.2514071464538574,-0.6525364518165588,57.77,1165152,-368.5184631347656,1384.2033717499999,2470.28759765625,6916,0.001,,
272,4269,145657,0.2504000663757324,-0.18929053843021393,58.22,1165360,-424.24676513671875,1346.73483995,3416.08837890625,6920,0.001,,
272,4269,145679,0.2501148283481598,0.6735158562660217,58.07,1165536,-377.91943359375,1348.0032519400002,3011.923828125,6924,0.001,,
272,4271,145717,0.24974454939365387,-0.35885149240493774,57.86,1165840,-325.30718994140625,1351.2515877699998,1858.082275390625,6928,0.001,,
272,4271,145746,0.24880173802375793,-0.5198563933372498,57.4,1166072,-373.9993896484375,1353.7304261300003,1568.3316650390625,6932,0.001,,
272,4272,145773,0.24724163115024567,-0.5368232727050781,56.96,1166288,-359.59552001953125,1358.4645537800002,7188.75634765625,6936,0.001,,
272,4273,145814,0.24378585815429688,-1.1683266162872314,56.61,1166616,-364.33355712890625,1363.3023550500002,1523.1407470703125,6940,0.001,,
272,4274,145844,0.24069544672966003,-0.3946475684642792,56.27,1166856,-387.9879150390625,1406.9090559599997,2145.460205078125,6944,0.001,,
272,4275,145871,0.23886272311210632,-0.11986827850341797,55.73,1167072,-343.9649658203125,1450.5688086,1619.100830078125,6948,0.001,,
272,4276,145906,0.23736050724983215,0.5808948278427124,52.96,1167352,-394.5330810546875,1536.9866354700002,3921.782958984375,6952,0.001,,
272,4276,145924,0.23689121007919312,-0.9714581370353699,56.5,1167496,-382.0026550292969,1425.1667133400001,1510.160888671875,6956,0.001,,
272,4277,145963,0.23600733280181885,-0.13139615952968597,55.06,1167808,-361.9287109375,1439.4497388900002,1696.7322998046875,6960,0.001,,
272,4278,145995,0.23591719567775726,-0.16041795909404755,54.79,1168064,-418.9005126953125,1442.0264327199995,2912.7646484375,6964,0.001,,
273,4279,146018,0.23596279323101044,-0.23843327164649963,55.16,1168248,-394.6793212890625,1375.11598727,2561.8896484375,6968,0.001,,
273,4280,146050,0.2368059903383255,0.18863314390182495,56.5,1168504,-388.742919921875,1203.16613318,2783.43212890625,6972,0.001,,
273,4280,146071,0.2372068464756012,0.6881211996078491,56.54,1168672,-317.310546875,1201.96682964,3528.298583984375,6976,0.001,,
273,4281,146108,0.23708756268024445,0.04577966034412384,56.72,1168968,-365.8333740234375,1200.8299258,2276.147705078125,6980,0.001,,
273,4282,146141,0.237254336476326,0.38607895374298096,57.35,1169232,-335.97601318359375,1192.06791652,1706.553955078125,6984,0.001,,
273,4283,146166,0.23789292573928833,-0.05158242583274841,57.15,1169432,-386.3982238769531,1158.1098179900002,2917.9716796875,6988,0.001,,
273,4284,146187,0.23858022689819336,0.11363856494426727,58.16,1169600,-399.96923828125,1139.1590889,2307.603515625,6992,0.001,,
273,4284,146211,0.23951828479766846,0.2900395393371582,58.24,1169792,-321.690673828125,1138.3565311999998,4069.52783203125,6996,0.001,,
273,4285,146234,0.2399851232767105,-0.6402589082717896,58.1,1169976,-365.4366760253906,1139.796354,5834.74755859375,7000,0.001,,
273,4285,146237,0.2399858683347702,-0.2333827018737793,58.1,1170000,-326.1478576660156,1139.796354,2897.63427734375,7000,0.001,,
,,,,,,1170000,,,,,,1584.5790561999997,47.8
272,4286,146259,0.2400340437889099,0.1689969003200531,58.06,1170176,-412.823486328125,1135.5441778699999,3501.20751953125,7004,0.001,,
272,4287,146283,0.24071042239665985,0.9049497246742249,58.23,1170368,-405.6675109863281,1130.31070872,2472.853271484375,7008,0.001,,
272,4288,146308,0.24276697635650635,0.47537609934806824,58.21,1170568,-375.948486328125,1166.51028056,2058.562744140625,7012,0.001,,
272,4288,146335,0.24495863914489746,0.2386559545993805,57.88,1170784,-399.28448486328125,1170.44896752,6755.17724609375,7016,0.001,,
273,4289,146378,0.2459835559129715,-0.27915728092193604,58.11,1171128,-368.6472473144531,1197.4819576900002,3227.5048828125,7020,0.001,,
273,4290,146402,0.24587689340114594,0.5932044982910156,58.29,1171320,-366.92779541015625,1194.4890511099998,3650.25634765625,7024,0.001,,
273,4291,146446,0.24750842154026031,0.2656596302986145,58.82,1171672,-366.4927978515625,1151.59439858,7624.6025390625,7028,0.001,,
273,4292,146473,0.2485377937555313,0.6429790258407593,58.85,1171888,-320.1606750488281,1150.97444088,4197.21240234375,7032,0.001,,
273,4293,146510,0.25084388256073,-0.0133485347032547,58.99,1172184,-376.56201171875,1150.46051446,3092.65966796875,7036,0.001,,
273,4294,146543,0.25214704871177673,-0.4828730821609497,60.01,1172448,-377.41973876953125,1141.65870629,3190.14697265625,7040,0.001,,
273,4295,146576,0.2507915496826172,-1.0179141759872437,60.13,1172712,-315.09454345703125,1142.2955156500002,4197.20361328125,7044,0.001,,
273,4295,146609,0.24784675240516663,-1.4879229068756104,61.06,1172976,-316.5277099609375,1138.72984972,5315.06201171875,7048,0.001,,
273,4296,146644,0.2448965460062027,0.12602785229682922,61.16,1173256,-389.82232666015625,1140.48212778,2322.098388671875,7052,0.001,,
273,4298,146685,0.2452271729707718,0.623242974281311,57.44,1173584,-271.4625244140625,1255.0159803300003,1975.541259765625,7056,0.001,,
273,4299,146720,0.24651119112968445,1.017838478088379,58.4,1173864,-378.57147216796875,1245.16191842,2030.4158935546875,7060,0.001,,
273,4300,146763,0.2483358085155487,-0.09585390985012054,58.58,1174208,-399.2081298828125,1243.7235663500003,1943.6741943359375,7064,0.001,,
273,4300,146782,0.24892835319042206,0.565388560295105,58.57,1174360,-372.053466796875,1306.51380253,2185.0830078125,7068,0.001,,
273,4301,146832,0.24973785877227783,0.7690428495407104,57.1,1174760,-376.3662109375,1356.1953971500002,3203.07861328125,7072,0.001,,
273,4302,146866,0.24999603629112244,0.12246423959732056,57.79,1175032,-349.42413330078125,1349.3424043700004,2183.78662109375,7076,0.001,,
273,4303,146907,0.24958539009094238,-0.41686564683914185,58.18,1175360,-390.8144836425781,1288.0742016899999,1774.9931640625,7080,0.001,,
273,4304,146916,0.24954813718795776,-0.1635787934064865,57.72,1175432,-362.5604248046875,1294.50192531,1633.5458984375,7084,0.001,,
273,4305,146960,0.2502044141292572,0.6464630365371704,57.77,1175784,-396.7132568359375,1329.9168667300003,1984.4776611328125,7088,0.001,,
273,4306,146997,0.25246623158454895,0.29543811082839966,56.47,1176080,-406.3282775878906,1360.81441076,1839.863525390625,7092,0.001,,
273,4306,147023,0.25506722927093506,1.2234594821929932,56.47,1176288,-390.13739013671875,1359.9057951900004,2301.891845703125,7096,0.001,,
273,4307,147055,0.2583746314048767,0.5681003332138062,56.39,1176544,-443.14874267578125,1319.38897888,9351.6953125,7100,0.001,,
273,4308,147098,0.26180362701416016,0.9509627223014832,56.24,1176888,-342.8408508300781,1325.5471701300003,2828.2783203125,7104,0.001,,
273,4309,147133,0.2651439309120178,0.5488194227218628,56.45,1177168,-375.1004333496094,1327.7331483000003,1695.83837890625,7108,0.001,,
273,4311,147181,0.267792671918869,-0.3484526574611664,56.71,1177552,-380.35589599609375,1327.4476653599997,3219.370361328125,7112,0.001,,
273,4311,147206,0.26778408885002136,-0.06129181385040283,57.65,1177752,-371.537353515625,1215.07996407,2670.90869140625,7116,0.001,,
