train/policy_objective,train/is_line_search_success,train/n_updates,time/fps,train/value_loss,time/time_elapsed,train/std,rollout/ep_rew_mean,rollout/ep_len_mean,train/kl_divergence_loss,time/total_timesteps,train/explained_variance,train/learning_rate
0.038421690464019775,1.0,1,2725,4252683407.2,3,1.013961911201477,-307433.99546018,78.02,0.006339356303215027,10000,-8.344650268554688e-07,0.001
0.023926502093672752,1.0,2,2745,3669693340.4,7,1.0126351118087769,-234648.90225907002,60.28,0.007111366838216782,20000,0.0,0.001
0.034655507653951645,1.0,3,2746,3769819280.4,10,1.0066264867782593,-248116.35884084002,66.11,0.009435226209461689,30000,0.0,0.001
0.022113461047410965,1.0,4,2745,3225131887.2,14,0.9865908622741699,-210792.34512264,67.26,0.0075009106658399105,40000,0.0,0.001
0.030425045639276505,1.0,6,2587,2630884603.2,19,0.9837703704833984,-218586.52697166998,73.53,0.0063567995093762875,50000,0.0,0.001
0.02217339538037777,1.0,7,2605,2586401510.6,23,1.0041528940200806,-180537.00792778,66.0,0.0050118607468903065,60000,0.0,0.001
0.022774768993258476,1.0,8,2625,2664139650.2,26,0.9840047359466553,-205557.94236756006,74.77,0.007750148419290781,70000,0.0,0.001
0.030724624171853065,1.0,9,2633,2334274350.4,30,0.9818911552429199,-165455.93660172,60.64,0.008721346035599709,80000,0.0,0.001
0.032990287989377975,1.0,10,2641,2678070369.8,34,0.9774158000946045,-177754.12177258998,75.71,0.007707471493631601,90000,-1.1920928955078125e-07,0.001
0.03445139899849892,1.0,12,2577,2149957479.0,38,0.9515028595924377,-193154.23351324003,82.83,0.0092092240229249,100000,5.960464477539063e-08,0.001
0.03465982899069786,1.0,13,2588,2387317474.2,42,0.9511496424674988,-205761.48558398,90.99,0.00658919895067811,110000,0.0,0.001
0.03407996892929077,1.0,14,2603,2134926634.4,46,0.9366416335105896,-180604.77746271,81.48,0.007108008489012718,120000,0.0,0.001
0.024590879678726196,1.0,15,2612,1912745466.4,49,0.931340217590332,-193746.18642069,94.1,0.006040938198566437,130000,0.0,0.001
0.026253951713442802,1.0,17,2567,1736168509.0,54,0.9213554263114929,-178257.18252037,95.24,0.008623606525361538,140000,0.0,0.001
0.03729249909520149,1.0,18,2578,1892320699.6,58,0.9192565083503723,-198562.04889404998,98.59,0.008266103453934193,150000,-1.1920928955078125e-07,0.001
0.035280611366033554,1.0,19,2587,1666248484.0,61,0.9222280979156494,-193784.76539619,108.22,0.007670125458389521,160000,0.0,0.001
0.02245141938328743,1.0,20,2595,1373299227.8,65,0.9047335982322693,-222909.90107126,132.34,0.008086436428129673,170000,0.0,0.001
0.0378182977437973,1.0,21,2604,1530123231.6,69,0.9020280838012695,-256411.25486582998,151.19,0.007417629007250071,180000,0.0,0.001
0.028820114210247993,1.0,23,2568,1114227672.7,73,0.8954216837882996,-251156.06856638004,176.71,0.007984389550983906,190000,0.0,0.001
0.0243535116314888,1.0,24,2576,1089584263.9,77,0.8880568146705627,-267990.32401678,206.05,0.0066683851182460785,200000,0.0,0.001
0.03263700380921364,1.0,25,2582,1076848417.1,81,0.8818413615226746,-318191.27461415,238.41,0.005367118865251541,210000,1.7881393432617188e-07,0.001
0.024560552090406418,1.0,26,2587,961517866.3,85,0.8744428157806396,-379479.61768252996,273.41,0.005541278515011072,220000,-1.1920928955078125e-07,0.001
0.01847635954618454,1.0,28,2561,810819732.5,89,0.8646752238273621,-420186.27142847003,310.41,0.004307979252189398,230000,-1.1920928955078125e-07,0.001
0.04179028049111366,1.0,29,2566,937728817.1,93,0.8614175319671631,-419234.08073513,320.68,0.009478879161179066,240000,0.0,0.001
0.04455476254224777,1.0,30,2572,832387946.6,97,0.8575379848480225,-467252.09920407005,361.67,0.008005078881978989,250000,0.0,0.001
0.026128891855478287,1.0,31,2578,675799719.15,100,0.8474239706993103,-439283.43010973,378.18,0.006125226616859436,260000,0.0,0.001
0.02552717924118042,1.0,32,2583,515995196.2,104,0.8426567912101746,-491206.9054879001,431.51,0.007894829846918583,270000,0.0,0.001
0.0277402400970459,1.0,34,2562,367959678.425,109,0.8293935656547546,-508071.62729683006,471.35,0.00962818879634142,280000,0.0,0.001
0.01532988902181387,1.0,35,2567,414159953.875,112,0.823795735836029,-534331.4631436801,526.85,0.007685615215450525,290000,0.0,0.001
0.044274620711803436,1.0,36,2575,437509328.25,116,0.8134369850158691,-569211.02648406,594.29,0.004925282206386328,300000,0.0,0.001
0.019151892513036728,1.0,37,2580,127829340.86875,120,0.7977465987205505,-559373.48220765,630.92,0.009294181130826473,310000,0.0,0.001
0.03383984416723251,1.0,39,2561,105951051.625,124,0.792521059513092,-562319.8034249599,681.11,0.00850991252809763,320000,0.0,0.001
0.027409542351961136,1.0,40,2567,112749283.06875,128,0.7869861721992493,-552803.5646839499,727.08,0.006462561432272196,330000,0.0,0.001
0.039302270859479904,1.0,41,2570,179972331.9,132,0.7864907383918762,-554927.47766732,806.22,0.005773551762104034,340000,0.0,0.001
0.0182051919400692,1.0,42,2576,54436562.065625,135,0.7851528525352478,-513352.04332979,826.5,0.004453609697520733,350000,0.0,0.001
0.03192349523305893,1.0,43,2579,74663967.784375,139,0.7830674052238464,-508832.29206232994,877.98,0.008219222538173199,360000,1.1920928955078125e-07,0.001
0.0431489460170269,1.0,45,2564,40729731.290625,144,0.77835613489151,-481689.54001536994,902.9,0.007235548924654722,370000,0.0,0.001
0.04776570200920105,1.0,46,2567,187027159.49375,148,0.7770368456840515,-460045.65744414,930.34,0.007382967974990606,380000,0.0,0.001
0.026440363377332687,1.0,47,2572,45935701.534375,151,0.773200511932373,-399016.09679289,928.62,0.006662290543317795,390000,-1.1920928955078125e-07,0.001
0.02160612680017948,1.0,48,2575,171067161.4625,155,0.7722461819648743,-371167.53701876,928.62,0.003905306337401271,400000,0.0,0.001
0.028075698763132095,1.0,50,2562,12228843.02265625,160,0.7618732452392578,-320710.22299649,934.63,0.007499259430915117,410000,0.0,0.001
0.005184279754757881,1.0,51,2565,54344439.5,163,0.7577236294746399,-311086.7744384301,955.6,0.00787608977407217,420000,0.0,0.001
0.057206716388463974,1.0,52,2570,271662597.35,167,0.7567732334136963,-330309.07205027004,955.71,0.007074595894664526,430000,-1.1920928955078125e-07,0.001
0.012247470207512379,1.0,53,2572,5299461.666601563,171,0.7563139796257019,-316220.61175671,957.8,0.009753424674272537,440000,0.0,0.001
0.04993356764316559,1.0,54,2568,428574595.025,175,0.7557088732719421,-346370.40877633,966.16,0.007530552800744772,450000,0.0,0.001
0.033300578594207764,1.0,56,2556,69796476.73125,179,0.7480064034461975,-301510.785655,966.16,0.004721531644463539,460000,0.0,0.001
0.02222641184926033,1.0,57,2558,4983839.668261719,183,0.7440772652626038,-282483.09777535,966.16,0.00481309974566102,470000,0.0,0.001
0.02800334058701992,1.0,58,2562,5454825.222851562,187,0.7421380877494812,-264937.77504661004,980.13,0.00941289123147726,480000,1.1920928955078125e-07,0.001
0.03136298060417175,1.0,59,2564,18637508.26796875,191,0.7388662695884705,-242582.17349383005,988.8,0.0058289784938097,490000,0.0,0.001
0.04913759604096413,1.0,61,2552,1523009494.3,195,0.7347843050956726,-280044.69101454003,990.25,0.008405452594161034,500000,0.0,0.001
0.032638002187013626,1.0,62,2554,18508968.512695312,199,0.7353429794311523,-321663.65079648,975.33,0.008347300812602043,510000,0.0,0.001
0.045105837285518646,1.0,63,2557,231436509.1921875,203,0.7358414530754089,-305267.88503082003,955.52,0.006639865692704916,520000,0.0,0.001
0.03377439081668854,1.0,64,2560,50404580.17070313,207,0.7362603545188904,-325963.36144639004,945.63,0.006996638607233763,530000,0.0,0.001
0.034794386476278305,1.0,65,2562,1085754265.1,210,0.7375068068504333,-325580.25284174,955.38,0.006442325655370951,540000,-1.1920928955078125e-07,0.001
0.042353544384241104,1.0,67,2551,26185985.983203124,215,0.7301405072212219,-312346.87885988003,955.38,0.00750109925866127,550000,0.0,0.001
0.05114024877548218,1.0,68,2554,1352070551.85,219,0.730688750743866,-349561.25302010996,955.38,0.009976902045309544,560000,2.384185791015625e-07,0.001
0.029417745769023895,1.0,69,2556,8056024.80859375,222,0.7283620238304138,-377930.39367103,955.38,0.007362579461187124,570000,-1.1920928955078125e-07,0.001
0.05952809005975723,1.0,70,2557,175786820.45,226,0.7256865501403809,-416456.8366553701,951.92,0.009765582159161568,580000,0.0,0.001
0.04371195286512375,1.0,72,2547,37290751.753125,231,0.7238154411315918,-507531.30580127,941.99,0.008440555073320866,590000,-1.1920928955078125e-07,0.001
0.0589270144701004,1.0,73,2550,146451577.3796875,235,0.7231290340423584,-391699.8658611,946.99,0.009129034355282784,600000,-1.1920928955078125e-07,0.001
0.04826695844531059,1.0,74,2551,119592289.015625,239,0.7240843772888184,-412363.74990838,966.82,0.009357288479804993,610000,0.0,0.001
0.02814929373562336,1.0,75,2554,19943867.26689453,242,0.7233259081840515,-393110.64726593,976.25,0.008053521625697613,620000,0.0,0.001
0.012157930992543697,1.0,76,2557,37443858.62070312,246,0.7226322293281555,-357573.4413854,976.25,0.006992580834776163,630000,0.0,0.001
0.03117986023426056,1.0,78,2549,8849526.74921875,251,0.7193810343742371,-346358.5795134799,976.25,0.006114318501204252,640000,0.0,0.001
