train/critic_loss,train/learning_rate,train/ent_coef,time/episodes,train/actor_loss,rollout/ep_len_mean,time/fps,time/time_elapsed,rollout/ep_rew_mean,train/n_updates,train/ent_coef_loss,time/total_timesteps
142524160.0,0.0055,171.76181030273438,9331,260427.296875,4.52,301,2219,-103234.4,167474,36.256202697753906,670000
2589415680.0,0.0055,15.046919822692871,11505,221183.5,5.33,301,2257,-112440.6,169974,-5.893387317657471,680000
468803136.0,0.0055,971.4060668945312,12170,285662.1875,55.56,300,2294,-895860.80838936,172474,16.080242156982422,690000
207416720.0,0.0055,167.32960510253906,12383,291540.25,26.91,300,2327,-591849.12829486,174974,37.30015563964844,700000
48720352.0,0.0055,13.39432430267334,14230,215830.40625,4.0,300,2359,-100092.7,177474,2.9979324340820312,710000
762997184.0,0.0055,407.4900207519531,15368,291984.40625,23.67,300,2393,-365648.76832907996,179974,-102.63308715820312,720000
336336864.0,0.0055,307.5381164550781,16342,234938.640625,6.16,300,2428,-129418.5,182474,-8.818607330322266,730000
3642846720.0,0.0055,2545.73583984375,16434,478775.875,100.14,300,2462,-1784866.23982782,184974,18.36899185180664,740000
640742144.0,0.0055,309.230224609375,16554,374550.375,43.04,300,2496,-487892.14480804995,187474,58.079368591308594,750000
116113464.0,0.0055,13.6133394241333,16914,263903.09375,14.8,300,2530,-269350.40715309,189974,-3.5304436683654785,760000
242522144.0,0.0055,38.5451545715332,18197,281170.03125,4.61,300,2563,-102832.6,192474,-56.822662353515625,770000
153568400.0,0.0055,1014.1047973632812,18863,253011.3125,20.76,300,2596,-287618.24636280996,194974,33.661277770996094,780000
728649920.0,0.0055,765.5528564453125,19053,286088.9375,55.56,300,2628,-810200.2518517299,197474,-131.86856079101562,790000
23359338496.0,0.0055,14860.421875,19120,433801.5,95.62,300,2659,-1491258.8374430498,199974,-3.895254611968994,800000
2425926400.0,0.0055,2140.823486328125,19380,580382.4375,38.51,300,2691,-249545.30616474003,202474,65.84757995605469,810000
345216288.0,0.0055,79.02074432373047,19784,334769.5625,11.71,301,2722,-110616.43175926998,204974,30.999652862548828,820000
84935344.0,0.0055,45.687374114990234,20074,193479.59375,33.6,301,2754,-187967.99263637004,207474,5.704672813415527,830000
49931848.0,0.0055,65.74874877929688,20330,117315.9453125,46.69,301,2785,-343653.35078329,209974,-6.095091819763184,840000
71098888.0,0.0055,44.90764617919922,20597,107114.84375,21.45,301,2817,-115025.51140373,212474,20.957990646362305,850000
70037552.0,0.0055,80.5967788696289,20693,97300.515625,98.54,301,2848,-278878.50758725,214974,28.743099212646484,860000
160866156544.0,0.0055,36692.83984375,20750,782970.0625,156.31,302,2879,-1671817.51783317,217474,-25.70227813720703,870000
2307783424.0,0.0055,2067.955078125,20829,469141.25,148.25,302,2911,-1794878.8016139702,219974,106.55972290039062,880000
630684288.0,0.0055,414.0513610839844,20870,383667.3125,162.98,302,2946,-1205118.6926401502,222474,-140.02804565429688,890000
194676800.0,0.0055,93.92554473876953,20908,275833.625,235.09,301,2980,-2757849.8694358803,224974,52.9134521484375,900000
17571600384.0,0.0055,5096.1982421875,20946,963269.8125,261.78,302,3012,-3939302.6922492706,227474,-188.7136688232422,910000
212078821376.0,0.0055,45358.25,20987,2753706.0,238.45,301,3046,-4033970.3626338695,229974,-54.050880432128906,920000
56748531712.0,0.0055,17480.29296875,21029,1233919.875,275.55,301,3081,-4589026.67615029,232474,136.7220458984375,930000
37866971136.0,0.0055,11086.4345703125,21064,1599953.75,258.23,301,3115,-3182207.1683467505,234974,-146.16372680664062,940000
9233291264.0,0.0055,3209.9873046875,21130,1376267.25,197.27,301,3149,-2179779.56178662,237474,76.38336181640625,950000
2371889152.0,0.0055,69.43236541748047,21212,812501.0,131.1,301,3183,-993998.4283263099,239974,32.953575134277344,960000
484838592.0,0.0055,2.8514175415039062,21269,474723.875,149.2,301,3215,-1208196.7319068601,242474,-2.976233959197998,970000
2790559744.0,0.0055,1.181752324104309,21395,357683.6875,61.56,301,3247,-1090786.12755591,244974,0.23021870851516724,980000
23123386368.0,0.0055,2699.11474609375,21425,1264156.375,114.56,301,3280,-2847492.6990112104,247474,-219.3521728515625,990000
35155888570368.0,0.0055,231381.21875,21464,11694058.0,200.16,301,3315,-4983058.74256579,249974,-499.3778076171875,1000000
