train/ent_coef,train/critic_loss,time/episodes,time/fps,time/total_timesteps,rollout/ep_rew_mean,train/n_updates,time/time_elapsed,rollout/ep_len_mean,train/learning_rate,train/ent_coef_loss,train/actor_loss
29.25442123413086,14107783.0,4498,262,470000,-757871.7541197101,117474,1788,230.0,0.0055,-1.8681745529174805,-11169.294921875
29.928098678588867,76117696.0,4544,262,480000,-801034.4878158601,119974,1829,231.54,0.0055,1.051476001739502,-9381.7041015625
118.1541748046875,26234232.0,4613,261,490000,-444936.98436698003,122474,1871,150.44,0.0055,45.75440979003906,-4701.04931640625
31.108434677124023,16199294.0,4665,261,500000,-425515.82149720995,124974,1912,152.1,0.0055,-0.1679587960243225,-13315.044921875
30.31441879272461,19298094.0,4720,261,510000,-288059.04044943,127474,1953,185.49,0.0055,0.01531982421875,-11067.556640625
32.38795471191406,68624384.0,4764,260,520000,-244383.65649296998,129974,1994,210.04,0.0055,-1.6711117029190063,-15963.751953125
28.386587142944336,36281640.0,4841,260,530000,-856150.9327095902,132474,2035,128.71,0.0055,7.0921311378479,6456.86328125
34.74492263793945,17387838.0,4868,260,540000,-945950.8290487002,134974,2076,185.66,0.0055,-1.9552828073501587,-7080.8037109375
35.45907211303711,19006488.0,4900,259,550000,-570041.60333989,137474,2117,261.2,0.0055,-4.336468696594238,-11258.9453125
35.6541633605957,16476570.0,4957,259,560000,-360993.81706666993,139974,2158,253.75,0.0055,-17.94425392150879,-17539.072265625
34.36498260498047,122252040.0,5075,259,570000,-422904.19407773,142474,2199,81.96,0.0055,24.291614532470703,-5741.89501953125
240.72174072265625,114455312.0,5151,258,580000,-611537.24745158,144974,2240,138.03,0.0055,7.689958095550537,24748.73828125
121.20426177978516,22604696.0,5247,258,590000,-298997.5224582,147474,2280,102.07,0.0055,-15.453641891479492,47251.703125
114.82746124267578,38247112.0,5340,258,600000,-149237.95020575,149974,2322,111.17,0.0055,-11.474863052368164,46797.88671875
42.27562713623047,19777696.0,5395,258,610000,-148652.98767381,152474,2363,136.53,0.0055,-1.5351054668426514,9250.8662109375
45.395511627197266,27240178.0,5481,257,620000,-632451.4670162901,154974,2404,113.06,0.0055,42.413734436035156,46240.01171875
179.69093322753906,76920384.0,5531,257,630000,-1428201.2450883498,157474,2445,167.61,0.0055,-6.822781562805176,50145.92578125
60.97582244873047,63814544.0,5592,257,640000,-1864585.15112506,159974,2486,165.42,0.0055,32.24467468261719,32551.37109375
53.496498107910156,20298190.0,5641,257,650000,-1242103.58156945,162474,2527,166.39,0.0055,31.518566131591797,11696.287109375
33.35555648803711,33811636.0,5704,256,660000,-390410.33086346,164974,2568,163.72,0.0055,5.524479389190674,5715.37890625
157.8099365234375,48187672.0,5733,256,670000,-408205.25325115,167474,2609,224.12,0.0055,62.160701751708984,14220.4404296875
151.93724060058594,19783996.0,5790,256,680000,-632385.7510350201,169974,2650,214.67,0.0055,-10.342329025268555,33917.3046875
301.6304931640625,72192544.0,5931,256,690000,-217424.57070117,172474,2692,50.11,0.0055,50.19595718383789,70867.21875
54.400726318359375,58121420.0,6087,256,700000,-45913.653377970004,174974,2733,63.52,0.0055,4.071420669555664,24858.984375
86.11739349365234,58277576.0,6234,255,710000,57593.13440076,177474,2774,64.14,0.0055,-5.509335517883301,8282.7099609375
114.35966491699219,51534384.0,6393,255,720000,47957.219172670004,179974,2815,61.48,0.0055,-0.7485374212265015,10111.53125
390.4105529785156,91876240.0,6514,255,730000,-386622.15085444006,182474,2856,83.3,0.0055,101.58602142333984,37439.40625
18.456100463867188,102891472.0,6661,255,740000,123563.16312082,184974,2897,44.62,0.0055,-2.768073558807373,-25169.66015625
30.36113739013672,90352064.0,6916,255,750000,130385.86906991,187474,2939,30.55,0.0055,-1.2971971035003662,-42566.27734375
23.454835891723633,13637370.0,7175,255,760000,130626.66637467999,189974,2980,32.62,0.0055,1.1258889436721802,-43761.125
149.99972534179688,41015188.0,7409,254,770000,-249055.52054121,192474,3021,40.29,0.0055,38.897342681884766,-31963.78125
23.9769344329834,122408504.0,7626,254,780000,127599.75523926,194974,3062,37.24,0.0055,-162.83328247070312,-44086.9453125
30.058523178100586,12202277.0,7795,254,790000,114621.60386700001,197474,3104,46.62,0.0055,1.3364964723587036,-34230.3515625
34.218666076660156,20329630.0,7962,254,800000,126334.34036476999,199974,3145,36.32,0.0055,4.695025444030762,-33514.7109375
142.5603485107422,191077600.0,8252,254,810000,4582.8560396699995,202474,3187,43.61,0.0055,-249.79550170898438,-31696.77734375
387.1773376464844,238262816.0,8364,253,820000,-712976.9879054801,204974,3228,89.48,0.0055,-537.9398193359375,53041.296875
605.7936401367188,298849728.0,8546,253,830000,-161440.97926723,207474,3270,50.96,0.0055,-446.03369140625,94661.0546875
8263.5498046875,13281202176.0,8695,253,840000,-735213.25099556,209974,3311,58.21,0.0055,194.92825317382812,430869.125
2408.78466796875,4959955968.0,8817,253,850000,-1795886.3207777399,212474,3352,83.78,0.0055,111.12809753417969,405881.1875
210.04393005371094,440167872.0,8979,253,860000,-512281.88982796,214974,3394,42.0,0.0055,29.59044075012207,282859.6875
50.29234313964844,146007424.0,9158,253,870000,-724846.93646327,217474,3435,62.48,0.0055,25.125932693481445,190836.21875
70.3963394165039,106238704.0,9259,253,880000,-399338.56518192,219974,3476,96.44,0.0055,-75.97527313232422,98335.375
1509.0604248046875,1413670144.0,9422,252,890000,-1075345.2676400102,222474,3518,56.33,0.0055,163.5087890625,164046.46875
901.5150146484375,433472128.0,9577,252,900000,-1570409.80954824,224974,3559,76.87,0.0055,-32.31354904174805,207020.515625
217.2576446533203,103182744.0,9780,252,910000,-675814.60759793,227474,3600,60.27,0.0055,55.68901824951172,139911.859375
33.593666076660156,79802144.0,9999,252,920000,-102417.30678038999,229974,3642,50.38,0.0055,2.917135238647461,57732.9453125
33.91032409667969,174195872.0,10200,252,930000,-74145.18114315999,232474,3683,54.77,0.0055,3.6132240295410156,23524.28515625
59.55610656738281,124891056.0,10296,252,940000,-96714.66432003,234974,3724,101.71,0.0055,33.224178314208984,15525.859375
374.3309631347656,89069824.0,10449,252,950000,-767862.7599538802,237474,3766,56.5,0.0055,65.90969848632812,67831.203125
15.08419418334961,94566560.0,10555,252,960000,-184954.89039726,239974,3807,82.63,0.0055,3.4451096057891846,26759.53125
23.49019432067871,44466620.0,10591,252,970000,-139201.45218265,242474,3848,165.74,0.0055,4.590082168579102,10455.771484375
24.548463821411133,27173352.0,10620,251,980000,-131298.31589073,244974,3889,232.28,0.0055,5.022604942321777,-354.0169982910156
340.9729919433594,109152728.0,10760,251,990000,-452588.7202753,247474,3931,65.9,0.0055,89.90052795410156,35662.72265625
649.7578125,519141216.0,10896,251,1000000,-828481.27413171,249974,3972,76.97,0.0055,-88.81256103515625,134736.453125
