train/critic_loss,rollout/ep_len_mean,time/total_timesteps,time/episodes,rollout/ep_rew_mean,train/n_updates,time/fps,train/ent_coef_loss,time/time_elapsed,train/ent_coef,train/learning_rate,train/actor_loss
361.0982666015625,455.84,390000,1771,-99013.14976519998,97474,132,-0.0038826465606689453,2954,1.4149914979934692,0.0064,296.38970947265625
508.4281921386719,445.17,400000,1797,-95691.61744402001,99974,131,-0.008485479280352592,3037,1.0562787055969238,0.0064,533.945068359375
282.364013671875,365.84,410000,1848,-92237.52029873,102474,131,-0.2095782458782196,3120,1.1186068058013916,0.0064,499.75067138671875
216.71109008789062,336.27,420000,1864,-96035.33013326001,104974,131,-0.4120819568634033,3202,1.2078359127044678,0.0064,407.0489501953125
566.0042114257812,239.42,430000,1919,-98881.70975975998,107474,130,2.009805679321289,3285,1.9929574728012085,0.0064,550.150390625
253.783203125,294.27,440000,1943,-109310.16990739,109974,130,-0.9397311210632324,3368,1.5081478357315063,0.0064,913.840576171875
493.7904357910156,337.74,450000,1961,-86589.29588934999,112474,130,0.7032479643821716,3451,1.6215678453445435,0.0064,-731.2676391601562
2371.1064453125,323.64,460000,1994,-86683.02299927,114974,130,-7.2130656242370605,3534,7.396816730499268,0.0064,-1002.79833984375
1178.2711181640625,416.1,470000,2010,-123095.37280327002,117474,129,-1.5644961595535278,3617,8.850835800170898,0.0064,-7790.0986328125
398.419189453125,488.47,480000,2019,-145170.86747235,119974,129,1.1208301782608032,3700,3.2223739624023438,0.0064,-5271.5302734375
256.375244140625,522.57,490000,2040,-143355.61356238998,122474,129,-3.0602622032165527,3783,2.0335917472839355,0.0064,-2752.989013671875
297.7220153808594,415.36,500000,2091,-184886.46385467003,124974,129,-2.919098377227783,3866,1.994537353515625,0.0064,-801.258544921875
241.5426025390625,294.92,510000,2123,-121886.55840542,127474,129,0.2514083981513977,3950,1.4792472124099731,0.0064,-264.94891357421875
309.1916809082031,213.53,520000,2153,-115078.44903531,129974,128,-2.697479248046875,4033,1.9865206480026245,0.0064,829.4866333007812
178.54335021972656,321.91,530000,2171,-94093.43840718002,132474,128,-0.5476985573768616,4116,1.1208575963974,0.0064,616.7403564453125
286.85223388671875,398.77,540000,2183,-107386.41935908001,134974,128,-0.12338945269584656,4200,0.8954305052757263,0.0064,989.6904296875
332.5368347167969,392.43,550000,2227,-90874.85631781,137474,128,0.05496733635663986,4283,0.6961385607719421,0.0064,968.09716796875
327.70098876953125,289.62,560000,2267,-89021.29323455002,139974,128,-0.5020277500152588,4367,0.7568100094795227,0.0064,633.60498046875
155.13841247558594,247.67,570000,2299,-93527.79991293998,142474,128,-0.6079736351966858,4450,0.827591061592102,0.0064,733.8343505859375
639.8912963867188,266.6,580000,2349,-124594.91110622,144974,127,0.8510845899581909,4534,1.330506682395935,0.0064,831.7559204101562
451.003662109375,274.35,590000,2377,-155779.23892327,147474,127,0.19939833879470825,4618,1.1085474491119385,0.0064,687.5202026367188
281.0475769042969,292.83,600000,2395,-149161.50650107,149974,127,0.11163398623466492,4702,0.974493682384491,0.0064,562.824951171875
110.98509979248047,374.47,610000,2411,-150681.34186796998,152474,127,0.3084520101547241,4785,0.7971625328063965,0.0064,622.9684448242188
120.40411376953125,447.66,620000,2423,-139268.70069056,154974,127,-0.056173175573349,4869,0.9613916277885437,0.0064,703.8540649414062
278.20770263671875,496.27,630000,2437,-127631.64773986001,157474,127,0.32423287630081177,4953,0.8772642612457275,0.0064,373.8533630371094
526.8421020507812,590.55,640000,2448,-122882.13696052002,159974,127,-0.9923592805862427,5037,0.7301821112632751,0.0064,737.7827758789062
129.2314453125,525.2,650000,2494,-103958.03672379,162474,126,-1.4374445676803589,5120,0.6090971827507019,0.0064,842.5885009765625
114.40856170654297,504.91,660000,2510,-101253.51676836,164974,126,0.8147281408309937,5204,0.6779608130455017,0.0064,779.13525390625
124.01809692382812,482.54,670000,2524,-93078.42693326,167474,126,1.7057424783706665,5287,0.5474786162376404,0.0064,851.88818359375
80.1529541015625,414.93,680000,2547,-94548.46821660997,169974,126,-0.7180407047271729,5370,0.5007087588310242,0.0064,665.670654296875
121.42243194580078,430.82,690000,2578,-90166.43904702998,172474,126,1.3306400775909424,5454,0.5292901992797852,0.0064,650.1884765625
98.37543487548828,433.06,700000,2606,-79534.44450903001,174974,126,0.0996822714805603,5538,0.6196714043617249,0.0064,602.5938720703125
78.36747741699219,418.26,710000,2620,-81714.42113402,177474,126,2.362916946411133,5622,0.4348166286945343,0.0064,341.5458068847656
78.27935028076172,400.16,720000,2646,-77959.94538254,179974,126,-2.9646568298339844,5706,0.4436049461364746,0.0064,685.5934448242188
93.96993255615234,387.97,730000,2681,-79348.10920235001,182474,126,-0.8236271142959595,5790,0.6255435943603516,0.0064,551.9931640625
317.805419921875,183.09,740000,2759,-98025.70359529999,184974,125,0.4040669798851013,5874,1.6165059804916382,0.0064,152.025634765625
359.895751953125,215.54,750000,2778,-98184.63944825997,187474,125,-0.0486982986330986,5959,1.2411421537399292,0.0064,148.67376708984375
85.30059814453125,242.48,760000,2789,-86173.95709159,189974,125,-1.6967716217041016,6043,0.6838741302490234,0.0064,516.2509765625
107.7740478515625,323.08,770000,2800,-82316.65326389,192474,125,1.2190136909484863,6128,0.5815487504005432,0.0064,498.7192687988281
305.18572998046875,420.82,780000,2816,-86463.51334225001,194974,125,-0.33433103561401367,6213,0.7636557817459106,0.0064,586.8612670898438
331.8680114746094,508.42,790000,2837,-98525.16019269997,197474,125,-1.0244907140731812,6297,0.6239932775497437,0.0064,753.4292602539062
187.0923309326172,433.77,800000,2885,-105844.4254355,199974,125,0.2942555546760559,6382,0.8523388504981995,0.0064,649.8185424804688
125.13599395751953,390.12,810000,2903,-105209.92744916999,202474,125,-1.1610838174819946,6466,0.6805675625801086,0.0064,879.350830078125
125.16812133789062,364.79,820000,2921,-98642.90237359,204974,125,-1.0561813116073608,6550,0.758954644203186,0.0064,528.3757934570312
127.72325897216797,133.57,830000,3012,-76359.58287633,207474,125,-0.0043477704748511314,6635,0.9949677586555481,0.0064,590.4122314453125
812.5079345703125,150.0,840000,3046,-80655.85904289999,209974,125,0.38550662994384766,6719,1.4756011962890625,0.0064,691.6414794921875
379.78460693359375,236.03,850000,3056,-81307.59947203001,212474,124,-0.29823315143585205,6801,1.091300368309021,0.0064,776.6588134765625
164.48524475097656,320.06,860000,3066,-80487.3843877,214974,124,0.17690742015838623,6885,0.840895414352417,0.0064,497.7723388671875
277.675048828125,417.37,870000,3078,-81033.90465876,217474,124,-0.2096739411354065,6969,0.6864277720451355,0.0064,836.8910522460938
117.74222564697266,486.41,880000,3121,-93640.24027232999,219974,124,0.28496038913726807,7053,0.7817926406860352,0.0064,874.2173461914062
150.32028198242188,232.68,890000,3176,-94241.26949764996,222474,124,-0.7144697904586792,7138,1.2744580507278442,0.0064,443.5983581542969
163.7513427734375,227.43,900000,3195,-99096.60621732,224974,124,0.8097181916236877,7223,0.8433219194412231,0.0064,976.4238891601562
470.9745788574219,291.57,910000,3206,-91179.41196161,227474,124,-0.15612466633319855,7307,0.703004002571106,0.0064,823.1184692382812
383.4044494628906,357.64,920000,3241,-95612.28593627998,229974,124,-0.049885015934705734,7391,0.8587886691093445,0.0064,1015.4989624023438
112.7868881225586,439.17,930000,3254,-98625.63728384003,232474,124,-0.522878110408783,7475,0.7893739938735962,0.0064,546.49755859375
70.08228302001953,539.85,940000,3268,-98909.04598267999,234974,124,-0.49570098519325256,7559,0.7515627145767212,0.0064,447.26019287109375
96.37733459472656,535.0,950000,3286,-99592.05645876,237474,124,0.5745384693145752,7643,0.710889995098114,0.0064,700.5198974609375
301.6432800292969,529.23,960000,3304,-102047.67623019998,239974,124,-1.2431524991989136,7727,0.4476078152656555,0.0064,828.3353881835938
81.1140365600586,551.8,970000,3316,-110763.5203225,242474,124,-1.6801916360855103,7811,0.5821709036827087,0.0064,844.337158203125
94.58695983886719,616.33,980000,3338,-112677.25719808001,244974,124,-4.084410190582275,7895,0.37109240889549255,0.0064,781.9927978515625
67.18438720703125,341.65,990000,3397,-101933.71967307,247474,124,-4.478074550628662,7979,0.41879305243492126,0.0064,578.5172729492188
456.9537048339844,319.05,1000000,3412,-100983.42654105001,249974,124,-2.976086139678955,8063,0.5065732598304749,0.0064,827.271484375
