train/ent_coef,time/episodes,train/critic_loss,train/learning_rate,rollout/ep_len_mean,train/n_updates,time/time_elapsed,time/fps,train/actor_loss,time/total_timesteps,train/ent_coef_loss,rollout/ep_rew_mean
48.58229064941406,103,71929376.0,0.0055,90.81,2474,44,222,19790.890625,10000,-103.61363220214844,-2376381.44056645
94.61681365966797,237,42367280.0,0.0055,67.69,4974,83,238,49964.9140625,20000,3.8709235191345215,-194480.35343301002
77.06026458740234,374,52943380.0,0.0055,74.64,7474,127,235,44410.66796875,30000,12.991703987121582,-162683.09607241
45.178409576416016,463,123455432.0,0.0055,114.45,9974,169,235,30295.345703125,40000,6.841029167175293,-157707.00655430002
21.986692428588867,548,77560168.0,0.0055,118.89,12474,212,235,4912.5986328125,50000,5.449195861816406,-148087.12579068
32.1104736328125,638,40292724.0,0.0055,124.62,14974,252,238,7534.181640625,60000,7.030632019042969,-338889.62531237
38.851905822753906,689,35559344.0,0.0055,135.02,17474,290,241,4013.05419921875,70000,8.50042724609375,-521736.07504481
35.56352615356445,767,78187440.0,0.0055,145.4,19974,326,244,-3706.248779296875,80000,-9.142969131469727,-418324.69375256
136.78199768066406,827,68231888.0,0.0055,132.25,22474,363,247,-2242.04833984375,90000,-9.086713790893555,-308055.56913238
39.71580123901367,875,36805264.0,0.0055,189.24,24974,399,250,-4761.46044921875,100000,5.6073503494262695,-400242.79834905994
34.76410675048828,903,15790621.0,0.0055,218.73,27474,435,252,-932.76123046875,110000,-0.6094036102294922,-480458.37488717993
37.878150939941406,942,13467627.0,0.0055,247.93,29974,472,254,-3981.86181640625,120000,1.8900381326675415,-340303.246813
40.877689361572266,962,8776942.0,0.0055,328.6,32474,511,253,-1455.77001953125,130000,2.2556562423706055,-409032.89352774003
632.5205688476562,1006,175681568.0,0.0055,297.55,34974,554,252,-60012.59375,140000,-39.109291076660156,-824991.8404699801
25.37738800048828,1041,44872488.0,0.0055,305.3,37474,595,251,9015.1640625,150000,-1.017595648765564,-935861.31147441
24.259098052978516,1055,8080471.0,0.0055,346.8,39974,632,253,3127.73046875,160000,-1.5117884874343872,-883778.12814126
25.31187629699707,1077,8717908.0,0.0055,362.04,42474,668,254,2834.099365234375,170000,-4.057229995727539,-863652.8469248
92.06074523925781,1118,8936252.0,0.0055,374.2,44974,704,255,19084.65625,180000,2.72591495513916,-374100.8824259599
16.275177001953125,1163,33529256.0,0.0055,246.12,47474,741,256,7576.49169921875,190000,6.606536865234375,-616284.3184852101
130.5837860107422,1239,37349016.0,0.0055,178.56,49974,782,255,64415.16796875,200000,64.73805236816406,-1272935.8652845798
28.24625015258789,1300,77414112.0,0.0055,123.08,52474,822,255,30775.4375,210000,7.621291160583496,-309790.10797899
79.22081756591797,1323,29245988.0,0.0055,214.97,54974,864,254,26429.7109375,220000,20.852230072021484,-606716.3262491
17.720699310302734,1346,61086984.0,0.0055,273.81,57474,907,253,4807.712890625,230000,1.8379300832748413,-570933.6765900799
22.180206298828125,1375,10200174.0,0.0055,349.98,59974,950,252,14091.2001953125,240000,6.039365291595459,-869088.03308683
11.304530143737793,1391,7635594.0,0.0055,412.43,62474,991,252,2618.748779296875,250000,-0.17508405447006226,-944358.2485454002
1420.162109375,1418,635854272.0,0.0055,406.77,64974,1034,251,162198.09375,260000,-32.390384674072266,-1285833.15329382
115.8327407836914,1499,70319008.0,0.0055,173.19,67474,1077,250,93340.34375,270000,56.029022216796875,-1516523.9546547604
23.749404907226562,1537,58918848.0,0.0055,160.91,69974,1120,249,45831.40625,280000,-38.679962158203125,-533191.2404365501
29.68927764892578,1589,19446772.0,0.0055,203.25,72474,1163,249,27545.57421875,290000,-14.418306350708008,-431902.7250211201
19.297771453857422,1604,12591174.0,0.0055,281.35,74974,1206,248,7169.50830078125,300000,-5.77088737487793,-374301.2169764699
16.823965072631836,1618,4837103.0,0.0055,348.4,77474,1249,248,6652.40966796875,310000,-12.68484115600586,-374569.49492462
393.02197265625,1660,285360000.0,0.0055,346.25,79974,1291,247,132369.421875,320000,7.050175666809082,-1463501.8831061802
39.8659553527832,1717,19940264.0,0.0055,202.83,82474,1333,247,43394.0625,330000,26.973407745361328,-1632596.9775825401
21.57693099975586,1748,14767552.0,0.0055,228.48,84974,1376,246,10045.56640625,340000,-3.5006606578826904,-559542.32358603
34.29219436645508,1775,37969828.0,0.0055,260.81,87474,1419,246,4947.287109375,350000,-10.311725616455078,-113997.03196881001
6667.20751953125,1808,13061480448.0,0.0055,326.16,89974,1462,246,632040.3125,360000,-414.9339904785156,-940934.3931947
1360.7713623046875,1874,1115168768.0,0.0055,205.84,92474,1505,245,308446.75,370000,107.17752075195312,-2353445.15122301
88.19475555419922,1930,162073696.0,0.0055,166.02,94974,1548,245,229302.46875,380000,37.999900817871094,-2053724.9549707295
24.754594802856445,1968,136269264.0,0.0055,214.59,97474,1591,244,136460.875,390000,-1.5374962091445923,-1801527.0708959901
36.99586868286133,2018,268780608.0,0.0055,212.68,99974,1634,244,62113.54296875,400000,-51.90277099609375,-535590.2145035199
15.255354881286621,2059,39005440.0,0.0055,189.67,102474,1680,243,48143.5703125,410000,4.154038906097412,-222933.52546513002
11765.12890625,2089,91136557056.0,0.0055,279.28,104974,1720,244,704300.3125,420000,-549.1383666992188,-1889353.05396726
18503.126953125,2169,24239505408.0,0.0055,158.58,107474,1762,244,926197.3125,430000,181.2194366455078,-3390700.61983131
1153.7393798828125,2239,3809620992.0,0.0055,148.82,109974,1806,243,759325.4375,440000,104.52379608154297,-1791895.5172864902
81.5987548828125,2407,2794025984.0,0.0055,52.79,112474,1846,243,558089.25,450000,45.43556213378906,-663885.76366908
2217.905517578125,2535,7849009664.0,0.0055,73.63,114974,1889,243,703761.125,460000,-263.7908630371094,-1899497.68917682
529.1604614257812,2644,401711232.0,0.0055,92.71,117474,1932,243,454614.5625,470000,103.53694152832031,-1349961.8019161
129.81739807128906,2762,403058752.0,0.0055,67.65,119974,1975,242,384012.21875,480000,-28.57732582092285,-818412.3241195398
278.2220153808594,2829,1317250816.0,0.0055,135.78,122474,2019,242,449463.875,490000,-34.45452880859375,-2665556.35079807
3737.372802734375,2912,5812156416.0,0.0055,137.86,124974,2062,242,624333.4375,500000,130.0200958251953,-2496012.74115333
55.53810501098633,3012,727091200.0,0.0055,93.7,127474,2106,242,453734.4375,510000,59.41225051879883,-813976.9621257
5.608911514282227,3157,9900953600.0,0.0055,76.33,129974,2148,242,666055.75,520000,-176.7714385986328,-848984.13715545
3158.7509765625,3228,27405398016.0,0.0055,131.7,132474,2187,242,1028862.375,530000,-307.4898681640625,-3449493.4270813097
7939.05419921875,3322,13384041472.0,0.0055,106.94,134974,2224,242,931667.9375,540000,166.0839080810547,-1756015.7071856197
837.0247802734375,3448,2160879616.0,0.0055,80.52,137474,2261,243,805703.5625,550000,105.7662124633789,-921598.5941826801
499.9609375,3643,3386019840.0,0.0055,66.82,139974,2298,243,635958.25,560000,60.3776741027832,-1253867.1823210698
10655.091796875,3747,10301785088.0,0.0055,97.46,142474,2341,243,1003593.5,570000,127.46148681640625,-2322777.39670161
895.7162475585938,3935,13890850816.0,0.0055,57.61,144974,2386,243,745759.75,580000,78.61893463134766,-606557.7670352601
4438.6630859375,4022,44046852096.0,0.0055,102.93,147474,2426,243,1537414.25,590000,21.553089141845703,-2204435.3056516503
285.4324645996094,4150,2174956288.0,0.0055,72.51,149974,2465,243,871684.875,600000,55.44394302368164,-1177854.3145992903
22.79478645324707,4271,1112238080.0,0.0055,77.9,152474,2509,243,578324.875,610000,17.989551544189453,-1202351.18620738
6.082980632781982,4402,963068096.0,0.0055,81.08,154974,2554,242,337192.15625,620000,-25.600696563720703,-1719076.2043420202
2989.402099609375,4628,9060106240.0,0.0055,44.88,157474,2598,242,776651.5,630000,115.14716339111328,-810060.2361261898
137.68148803710938,4821,1417202688.0,0.0055,77.66,159974,2643,242,487323.4375,640000,60.75947952270508,-1358220.10854936
