train/critic_loss,time/episodes,time/total_timesteps,train/ent_coef,train/ent_coef_loss,rollout/ep_rew_mean,train/learning_rate,time/fps,rollout/ep_len_mean,train/n_updates,time/time_elapsed,train/actor_loss
3380.8330078125,37,10000,1.5475506782531738,-1.170357346534729,-4177349.110665973,0.0003,183,240.51351351351352,2474,54,167291.484375
3751.675537109375,103,20000,2.899463415145874,-6.378586292266846,-3225010.1843886995,0.0003,182,172.53,4974,109,373972.21875
6029.22021484375,380,30000,6.3042731285095215,-33.565250396728516,-314881.61076209997,0.0003,181,14.95,7474,165,554409.25
10757.3876953125,2380,40000,15.89770221710205,-60.640525817871094,-119168.21315157998,0.0003,180,5.0,9974,221,457942.25
4864.1025390625,4380,50000,32.99319839477539,-62.27097702026367,-119171.25908802002,0.0003,180,5.0,12474,277,256119.03125
4291.27587890625,6358,60000,60.501075744628906,-43.35564422607422,-119184.38291580002,0.0003,179,5.0,14974,333,237775.515625
5332.06591796875,8274,70000,110.69635772705078,-32.61127471923828,-121793.39566842,0.0003,179,5.18,17474,389,255394.5625
5146.2236328125,8848,80000,194.90911865234375,-19.554262161254883,-965514.33078996,0.0003,179,47.29,19974,446,254114.375
6045.8173828125,9139,90000,312.71856689453125,-6.985294818878174,-301931.15465660003,0.0003,178,14.4,22474,503,300040.6875
7499.064453125,9737,100000,359.7467346191406,0.07485595345497131,-269677.89623388,0.0003,178,12.89,24974,559,391770.28125
11419.0087890625,10837,110000,305.38006591796875,0.8014833927154541,-133125.48164580998,0.0003,178,5.98,27474,616,369460.25
12470.23046875,11677,120000,257.29022216796875,5.495156288146973,-315513.29331838,0.0003,178,15.38,29974,670,496723.65625
17238.751953125,11988,130000,267.599853515625,3.4168334007263184,-1031728.19506988,0.0003,179,58.74,32474,723,577599.0625
17699.912109375,12140,140000,294.35662841796875,0.08433490991592407,-1198157.50739509,0.0003,180,62.52,34974,777,547239.875
20537.251953125,12220,150000,257.3088684082031,0.6931552886962891,-2382567.0171758295,0.0003,180,124.72,37474,830,585591.125
19293.091796875,12441,160000,255.91017150878906,-6.816129207611084,-581391.1583568301,0.0003,181,29.19,39974,883,646203.6875
20295.001953125,12504,170000,286.5291442871094,1.2782423496246338,-1788827.8486864197,0.0003,181,95.26,42474,936,705560.75
19253.119140625,12581,180000,259.80511474609375,1.3317936658859253,-3135005.2620913703,0.0003,181,164.2,44974,989,733226.75
27030.697265625,12692,190000,261.00372314453125,-0.15794557332992554,-1251958.3887627497,0.0003,182,67.0,47474,1042,726840.75
23169.27734375,12840,200000,282.3388366699219,1.2629730701446533,-893265.71433725,0.0003,182,64.7,49974,1095,781634.5
26902.845703125,12937,210000,306.2900695800781,-0.5269310474395752,-1570829.5579868304,0.0003,182,104.5,52474,1149,846467.125
33179.12890625,13070,220000,302.9852294921875,0.7644244432449341,-1063301.0888052098,0.0003,182,64.7,54974,1205,989683.125
40277.24609375,14019,230000,317.906982421875,-0.6405240297317505,-125348.02949648,0.0003,182,5.5,57474,1258,1086358.0
35448.609375,15866,240000,351.4197692871094,-0.8028168678283691,-120757.08719367,0.0003,182,5.14,59974,1313,1055891.5
44100.890625,17739,250000,384.79864501953125,-3.526458263397217,-123881.86660883999,0.0003,182,5.36,62474,1367,1117426.25
30987.193359375,19397,260000,437.4697265625,0.03813028335571289,-126716.08763304,0.0003,182,5.54,64974,1421,1116478.75
43338.734375,21169,270000,498.1573791503906,0.9118507504463196,-125919.06463567,0.0003,182,5.57,67474,1477,1179055.0
34061.14453125,22762,280000,548.0708618164062,-1.0994397401809692,-134244.84400721,0.0003,182,6.35,69974,1531,1029869.4375
36620.24609375,24402,290000,641.6026611328125,0.5083392858505249,-132482.64029393,0.0003,182,6.32,72474,1586,891728.125
31327.55859375,25353,300000,563.9151000976562,4.790514945983887,-641390.69217663,0.0003,182,33.07,74974,1642,809196.9375
27869.1171875,25956,310000,412.74481201171875,-1.6634433269500732,-173651.01736876,0.0003,182,9.47,77474,1698,770406.3125
26123.0390625,27184,320000,484.0796813964844,-0.1378900557756424,-140370.30646919,0.0003,182,6.93,79974,1753,659893.8125
24170.50390625,28674,330000,516.3075561523438,-2.4327666759490967,-126803.53235123999,0.0003,182,5.76,82474,1809,655300.625
21473.6171875,30376,340000,498.20465087890625,0.9248752593994141,-123139.4418341,0.0003,182,5.35,84974,1864,639549.125
18874.28515625,31659,350000,456.8736267089844,1.956900715827942,-312348.81676769,0.0003,182,15.12,87474,1921,553927.75
15768.83984375,33252,360000,432.66754150390625,1.0090947151184082,-125841.6035444,0.0003,181,5.61,89974,1978,490872.03125
17254.30859375,34624,370000,442.2142639160156,0.5165234208106995,-134190.48350933997,0.0003,181,6.42,92474,2034,528289.75
14701.728515625,35932,380000,487.3092956542969,0.812633752822876,-154068.54618469003,0.0003,181,8.41,94974,2091,516397.65625
13444.162109375,36915,390000,444.2832336425781,-0.2945246398448944,-216865.19483317004,0.0003,181,14.53,97474,2148,414545.34375
12058.6708984375,37233,400000,400.4599609375,1.704092264175415,-553991.7148860199,0.0003,181,45.41,99974,2205,321286.5
11588.392578125,37263,410000,365.21734619140625,2.8871753215789795,-2016449.80430656,0.0003,181,140.93,102474,2262,311673.09375
12977.3837890625,37433,420000,360.5719299316406,-0.652930498123169,-558167.7312920601,0.0003,181,52.3,104974,2320,317280.5
10859.6025390625,37560,430000,359.085205078125,-0.35565435886383057,-757228.4542966001,0.0003,180,68.07,107474,2377,306656.90625
12287.3466796875,37616,440000,364.1097106933594,-1.5586471557617188,-1699523.3663158799,0.0003,180,144.55,109974,2434,324869.875
