train/kl_divergence_loss,train/explained_variance,time/fps,train/is_line_search_success,train/std,train/value_loss,time/total_timesteps,rollout/ep_rew_mean,train/learning_rate,train/policy_objective,train/n_updates,rollout/ep_len_mean,time/time_elapsed
0.006091044284403324,-3.5762786865234375e-07,1386,1.0,0.9944673180580139,8104124125.6,10000,-229166.21720193996,0.0013,0.0577860102057457,1,35.98,7
0.004951396957039833,0.0,1381,1.0,0.9977678656578064,6157085876.8,20000,-201192.89033142998,0.0013,0.03844673931598663,2,37.65,14
0.006345822475850582,0.0,1375,1.0,0.9983359575271606,5624506324.0,30000,-172195.56707045998,0.0013,0.044739704579114914,3,31.08,21
0.005904422141611576,0.0,1371,1.0,0.9856449961662292,5220976857.6,40000,-166362.68150590998,0.0013,0.03725121542811394,4,30.83,29
0.004627805203199387,0.0,1312,1.0,0.986060380935669,4716372281.6,50000,-171476.03630128002,0.0013,0.037759460508823395,6,35.25,38
0.005178916268050671,1.7881393432617188e-07,1318,1.0,0.9732765555381775,4671747477.2,60000,-142994.19646240002,0.0013,0.04532512277364731,7,28.03,45
0.005734196398407221,-1.1920928955078125e-07,1322,1.0,0.9781624674797058,4631546754.0,70000,-154139.70484196,0.0013,0.04242571443319321,8,33.26,52
0.005229768808931112,0.0,1324,1.0,0.9731457829475403,4314140564.4,80000,-145463.89630872,0.0013,0.04060020297765732,9,33.07,60
0.005554536357522011,-1.1920928955078125e-07,1325,1.0,0.9710263013839722,4383680298.0,90000,-137694.78512903,0.0013,0.04973408207297325,10,28.81,67
0.005750875920057297,0.0,1296,1.0,0.9580636620521545,4279027138.8,100000,-128246.36087290998,0.0013,0.046533938497304916,12,28.37,77
0.005362345837056637,0.0,1300,1.0,0.9505044221878052,3900142938.0,110000,-134371.91073536,0.0013,0.048737138509750366,13,33.87,84
0.005328839644789696,0.0,1298,1.0,0.94846111536026,3715071108.4,120000,-134963.70473767002,0.0013,0.04214315116405487,14,35.15,92
0.006146985571831465,0.0,1295,1.0,0.9437595009803772,3793205978.8,130000,-132828.749033,0.0013,0.054039116948843,15,36.32,100
0.006947128102183342,0.0,1274,1.0,0.94624263048172,3388716286.4,140000,-127709.7293014,0.0013,0.04987603425979614,17,42.05,109
0.0068357596173882484,0.0,1271,1.0,0.9400448203086853,3125253400.4,150000,-128247.46759338999,0.0013,0.047798458486795425,18,44.93,117
0.006294833030551672,0.0,1268,1.0,0.9273257851600647,3169910373.2,160000,-91311.88800961,0.0013,0.049608998000621796,19,43.97,126
0.006685357540845871,0.0,1263,1.0,0.9072843194007874,2581960640.2,170000,-52613.36918505999,0.0013,0.05213199555873871,20,44.89,134
0.007081215735524893,0.0,1262,1.0,0.9095619916915894,2413464025.6,180000,-35065.36511855,0.0013,0.051804229617118835,21,49.71,142
0.007809882517904043,0.0,1248,1.0,0.8878596425056458,1930522078.0,190000,4001.2326170100005,0.0013,0.04867662861943245,23,48.01,152
0.007641549687832594,0.0,1247,1.0,0.88234943151474,1888064878.0,200000,8361.47604141,0.0013,0.04269162937998772,24,50.33,160
