train/ent_coef,train/ent_coef_loss,rollout/ep_rew_mean,train/critic_loss,rollout/ep_len_mean,train/learning_rate,time/fps,time/time_elapsed,time/total_timesteps,time/episodes,train/n_updates,train/actor_loss
27.872787475585938,-51.08323669433594,-130592.42112634,58373544.0,24.01,0.0055,186,53,10000,288,2474,17853.677734375
66.77232360839844,-6.995538234710693,-136734.18417973001,115830016.0,38.15,0.0055,186,107,20000,644,4974,20948.1484375
73.4659194946289,1.1628857851028442,-117216.80435836001,134130072.0,46.32,0.0055,186,160,30000,891,7474,20704.28125
55.97019577026367,3.238760471343994,-135604.35805995,112467024.0,66.34,0.0055,186,214,40000,1065,9974,13240.048828125
43.192352294921875,0.5554794073104858,-129792.28602484001,80347520.0,92.64,0.0055,186,267,50000,1167,12474,8115.9345703125
55.98976516723633,-3.282769203186035,-346116.08401846996,70762432.0,54.56,0.0055,186,321,60000,1322,14974,10530.6689453125
47.62173843383789,2.2495932579040527,-168899.05022001,98067336.0,103.43,0.0055,186,374,70000,1413,17474,5902.2744140625
80.40550231933594,14.043047904968262,-220383.13540198002,122281192.0,49.05,0.0055,186,428,80000,1550,19974,18573.4375
59.01142501831055,2.784346342086792,-329258.56965923007,27612798.0,146.94,0.0055,186,481,90000,1597,22474,9004.0634765625
48.82594299316406,9.494817733764648,-266950.14174203,31444846.0,160.24,0.0055,186,535,100000,1666,24974,10283.1806640625
35.16703414916992,0.24950134754180908,-335843.23790892,89181856.0,190.18,0.0055,186,588,110000,1706,27474,-3818.36328125
42.719970703125,0.03609710931777954,-318208.18492424,52758392.0,121.53,0.0055,186,642,120000,1799,29974,7226.4462890625
84.25906372070312,25.440994262695312,-292269.1507286801,24606608.0,55.15,0.0055,186,695,130000,1923,32474,33018.8359375
32.086917877197266,-12.500846862792969,-396408.86994885997,101750288.0,102.84,0.0055,186,748,140000,1996,34974,26722.57421875
23.790102005004883,0.448239803314209,-403821.15926099994,20019730.0,190.35,0.0055,186,802,150000,2017,37474,7785.12109375
61.43838882446289,3.994593620300293,-401407.78018497996,15997891.0,269.36,0.0055,186,856,160000,2038,39974,10698.603515625
33.94248962402344,24.376049041748047,-790396.9779342599,8000487.5,83.57,0.0055,186,909,170000,2143,42474,15794.53515625
135.2242889404297,-96.58473205566406,-446805.07267173997,24536008.0,153.43,0.0055,186,963,180000,2192,44974,37825.234375
84.63261413574219,37.61671447753906,-445063.4623060101,20213788.0,76.62,0.0055,186,1017,190000,2325,47474,30336.15234375
90.33589172363281,34.49593734741211,-194353.57690915,66337420.0,74.04,0.0055,186,1070,200000,2439,49974,13405.376953125
50.0137939453125,0.299552857875824,-133815.28444154,76264320.0,135.34,0.0055,186,1124,210000,2479,52474,18845.951171875
118.5890121459961,50.16313552856445,-766184.54805617,29515440.0,91.11,0.0055,186,1177,220000,2576,54974,28064.212890625
54.13112258911133,3.418372869491577,-322813.75275312,28385854.0,162.07,0.0055,186,1231,230000,2599,57474,18961.44140625
30.88140106201172,6.682344436645508,-329718.19898659,99046192.0,231.41,0.0055,186,1284,240000,2649,59974,19026.341796875
987.994873046875,-70.5832290649414,-983764.25434035,536084672.0,65.8,0.0055,186,1338,250000,2789,62474,178328.359375
33.594146728515625,23.395267486572266,-316865.92347786995,21436096.0,65.0,0.0055,186,1391,260000,2951,64974,32208.083984375
21.6488094329834,0.5669363737106323,-343300.89723413007,80584960.0,165.46,0.0055,186,1444,270000,2966,67474,20322.04296875
582.217529296875,-56.61964416503906,-754452.8423686501,311472576.0,242.04,0.0055,187,1497,280000,3030,69974,111943.25
119.88024139404297,-2.910494327545166,-780958.2202711101,46229068.0,122.44,0.0055,187,1550,290000,3113,72474,66728.078125
305.80572509765625,-94.83828735351562,-114563.62345239002,94965112.0,33.83,0.0055,187,1603,300000,3331,74974,82064.890625
37.49754333496094,21.330440521240234,-274445.45373115,62549196.0,65.38,0.0055,187,1656,310000,3459,77474,35026.0390625
192.0409393310547,16.663055419921875,-676239.74082437,61023280.0,166.23,0.0055,187,1709,320000,3490,79974,65520.3359375
