train/ent_coef,train/ent_coef_loss,rollout/ep_rew_mean,train/critic_loss,rollout/ep_len_mean,train/learning_rate,time/fps,time/time_elapsed,time/total_timesteps,time/episodes,train/n_updates,train/actor_loss
44.87858963012695,20.431825637817383,-696708.3688928699,41892960.0,241.43,0.0055,187,1762,330000,3507,82474,13845.765625
446.9778747558594,-166.20777893066406,-759192.4758941302,52196512.0,331.28,0.0055,187,1815,340000,3535,84974,72246.2265625
1786.8843994140625,110.9841537475586,-1639501.1358868696,1317706240.0,77.52,0.0055,187,1868,350000,3654,87474,203414.953125
66.16780090332031,3.803677558898926,-437972.37838556006,393228992.0,76.32,0.0055,187,1921,360000,3796,89974,143149.609375
57.110565185546875,-16.94580841064453,-165238.18343789002,43318284.0,113.59,0.0055,187,1974,370000,3876,92474,70247.921875
36.24790573120117,10.694637298583984,-158005.79597782003,97794768.0,183.48,0.0055,187,2027,380000,3926,94974,9929.4892578125
31.461280822753906,1.5015254020690918,-190323.47150344998,93333976.0,266.04,0.0055,187,2080,390000,3938,97474,5878.173828125
2198.451416015625,-14.361286163330078,-896836.8717183599,916572032.0,65.07,0.0055,187,2133,400000,4055,99974,256684.484375
2906.6201171875,92.13302612304688,-347598.25404734,1561475840.0,43.23,0.0055,186,2192,410000,4250,102474,356926.0625
52.404109954833984,36.47465896606445,-92929.40542776998,73864352.0,21.29,0.0055,186,2252,420000,4804,104974,123188.109375
23.7192325592041,-36.825584411621094,-91582.34467053002,90629216.0,60.39,0.0055,186,2311,430000,4985,107474,68452.9765625
182.7963409423828,11.752145767211914,-177939.39683391002,36013472.0,119.81,0.0055,185,2371,440000,5081,109974,45570.53125
277.38629150390625,6.310308933258057,-211169.30682025003,59973900.0,167.53,0.0055,185,2430,450000,5104,112474,32704.021484375
10.23812484741211,8.326401710510254,-222026.28926584002,7255351.0,264.97,0.0055,184,2490,460000,5115,114974,3854.459716796875
19.2142333984375,17.173114776611328,-248597.25578151006,4792083.0,346.29,0.0055,184,2549,470000,5124,117474,6812.59423828125
23.59219741821289,19.58751678466797,-548661.2271169301,6718532.0,315.75,0.0055,183,2609,480000,5198,119974,17164.287109375
13.982535362243652,-16.90869140625,-652034.83368994,29757818.0,231.14,0.0055,183,2669,490000,5222,122474,14971.02734375
16.29775047302246,4.755722999572754,-647952.42083768,36681720.0,263.47,0.0055,183,2729,500000,5236,124974,4423.5771484375
55.35968780517578,-159.3065185546875,-619074.5861702,76306304.0,356.5,0.0055,182,2788,510000,5275,127474,37637.5546875
35.30357360839844,18.38482666015625,-405092.66663168004,54601600.0,301.99,0.0055,182,2848,520000,5313,129974,7301.251953125
16.4467716217041,-2.508190631866455,-314484.71978482004,38421248.0,285.61,0.0055,182,2907,530000,5343,132474,-9908.833984375
77.50952911376953,16.95168685913086,48894.22680488,17471264.0,222.36,0.0055,182,2966,540000,5404,134974,-5387.0263671875
3703.312255859375,-124.8819580078125,-1123059.2042219401,6225021440.0,138.78,0.0055,181,3025,550000,5498,137474,363997.21875
803.0706176757812,7.395130157470703,-1465221.3211167797,512181056.0,93.01,0.0055,181,3084,560000,5608,139974,210510.75
1238.813232421875,109.88733673095703,-600745.5968077601,413533600.0,63.7,0.0055,181,3142,570000,5739,142474,209640.21875
76.7260971069336,34.33831787109375,-113833.46545024001,132259536.0,48.6,0.0055,181,3201,580000,5948,144974,114033.3828125
27.377206802368164,0.4905000925064087,-94418.09288474999,48016028.0,102.96,0.0055,181,3259,590000,6034,147474,46719.4453125
230.68218994140625,-162.75209045410156,-303658.03868010006,113066712.0,174.87,0.0055,180,3317,600000,6086,149974,98347.078125
25830.919921875,189.13119506835938,-1714596.4167519498,72287715328.0,73.52,0.0055,180,3375,610000,6218,152474,1059646.25
1238.65966796875,104.81208038330078,-1046652.6274165701,7405544448.0,77.74,0.0055,180,3433,620000,6360,154974,845427.625
142.98406982421875,-10.821281433105469,-198006.35080075002,14485675008.0,12.52,0.0055,180,3491,630000,6675,157474,797423.5625
690.4305419921875,0.9739773273468018,-442111.54592972994,9170667520.0,27.23,0.0055,180,3549,640000,7245,159974,704076.375
99.49422454833984,11.099552154541016,-96608.63965311,1811609856.0,6.13,0.0055,180,3607,650000,8255,162474,430446.8125
300.9564208984375,21.199005126953125,-97712.58952709,1392766208.0,6.26,0.0055,180,3666,660000,9562,164974,295679.75
37458.6328125,39.25497817993164,-1849737.25063992,361977675776.0,70.82,0.0055,179,3724,670000,9954,167474,901436.5
1503.1756591796875,92.78370666503906,-103801.25296492002,8860826624.0,6.58,0.0055,179,3782,680000,10633,169974,675188.25
245.9540252685547,-59.78477478027344,-592097.87211327,1265952000.0,24.39,0.0055,179,3840,690000,11705,172474,451804.8125
97.44540405273438,26.59817123413086,-96437.68477291,1084344320.0,5.99,0.0055,179,3899,700000,13181,174974,327248.875
134.66619873046875,6.65887451171875,-97122.72471445,534523328.0,5.84,0.0055,179,3957,710000,14895,177474,238356.9375
98.01655578613281,6.5973100662231445,-99980.16437941,119187632.0,5.94,0.0055,179,4015,720000,16348,179974,197279.484375
18501.16796875,-97.55358123779297,-1022813.2888160202,138571677696.0,39.57,0.0055,179,4073,730000,17314,182474,917762.25
1968.244873046875,59.58428955078125,-98326.46512337001,10543288320.0,5.3,0.0055,179,4131,740000,18460,184974,657074.75
760.058349609375,5.174572944641113,-447598.19351386005,2736980736.0,23.79,0.0055,179,4189,750000,20004,187474,286963.125
461.3782653808594,-6.19578218460083,-97451.89218797002,2033577728.0,5.18,0.0055,178,4248,760000,21748,189974,235478.390625
154.33724975585938,-5.151587009429932,-97243.66501227,732400640.0,5.29,0.0055,178,4306,770000,23505,192474,154046.65625
37.06169509887695,6.166035175323486,-97488.36038595998,211078000.0,5.0,0.0055,178,4364,780000,25332,194974,143313.53125
8106.12158203125,-458.66162109375,-635628.3618510799,39921717248.0,22.82,0.0055,178,4423,790000,26726,197474,1044636.5
3415.7529296875,78.81832885742188,-264536.72780832,8103715328.0,19.58,0.0055,178,4481,800000,27009,199974,537754.25
479.5246276855469,33.826995849609375,-100681.0169664,6350916608.0,5.53,0.0055,178,4539,810000,28047,202474,435163.40625
52.64208221435547,16.753387451171875,-97344.51033201002,958725376.0,5.59,0.0055,178,4597,820000,29847,204974,287855.59375
972.909423828125,-47.566795349121094,-271458.19441788,3347404544.0,10.68,0.0055,178,4656,830000,31159,207474,371098.1875
1727.2791748046875,62.904701232910156,-126420.04263153001,1971334272.0,7.2,0.0055,178,4714,840000,31752,209974,415874.4375
767.2346801757812,28.05510902404785,-97127.17089657,823194624.0,5.01,0.0055,178,4772,850000,32869,212474,431794.0625
84.58121490478516,4.895394325256348,-97208.03957195001,645644288.0,5.0,0.0055,178,4830,860000,34722,214974,326919.5625
1200.772705078125,-76.15081787109375,-126233.84487399999,11647971328.0,5.96,0.0055,177,4889,870000,35547,217474,487806.875
1446.98095703125,-73.60601806640625,-100204.57155984,11625375744.0,5.2,0.0055,177,4947,880000,37346,219974,344687.65625
380.7928466796875,24.306629180908203,-97957.15004609998,2183300096.0,5.0,0.0055,177,5005,890000,39180,222474,275663.1875
1117.11279296875,-391.5778503417969,-184179.09612229,6728100864.0,7.41,0.0055,177,5064,900000,40934,224974,371524.6875
8660.7607421875,-87.0902099609375,-356831.32744764,34015604736.0,14.19,0.0055,177,5122,910000,41608,227474,957034.0625
3317.636962890625,109.69853210449219,-110121.04511948001,10794364928.0,5.14,0.0055,177,5180,920000,42466,229974,641935.25
114.5048599243164,41.91964340209961,-97552.62210608002,11470724096.0,5.03,0.0055,177,5238,930000,44409,232474,484645.53125
799.4281005859375,-9.782992362976074,-639771.30150531,3117735424.0,21.73,0.0055,177,5296,940000,45745,234974,442248.09375
1076.4012451171875,31.193706512451172,-103760.39531385,2202620160.0,5.02,0.0055,177,5354,950000,47344,237474,363263.875
141.2249755859375,-23.415861129760742,-108158.22968266999,2086571264.0,5.74,0.0055,177,5412,960000,49210,239974,315480.75
331.3352355957031,24.423309326171875,-104780.92493975999,390580352.0,5.01,0.0055,177,5470,970000,50921,242474,239761.15625
7885.66748046875,129.912353515625,-122612.44546503002,4091538176.0,7.08,0.0055,177,5528,980000,51806,244974,300430.09375
2014.7264404296875,36.67097091674805,-178795.8833499,1854509568.0,11.54,0.0055,177,5586,990000,52673,247474,512342.71875
433.9729919433594,23.148456573486328,-99425.66329649002,600613248.0,5.99,0.0055,177,5644,1000000,54312,249974,270965.1875
