train/learning_rate,train/policy_objective,rollout/ep_rew_mean,train/std,train/value_loss,train/kl_divergence_loss,time/fps,train/is_line_search_success,rollout/ep_len_mean,time/total_timesteps,train/explained_variance,train/n_updates,time/time_elapsed
0.0013,0.0613795630633831,-371205.74077005,1.0016350746154785,5357463095.2,0.005760040134191513,1347,1.0,82.36,10000,5.960464477539063e-08,1,7
0.0013,0.05334147438406944,-221106.78980226003,0.9961151480674744,3830649096.0,0.004889709874987602,1348,1.0,60.16,20000,-2.384185791015625e-07,2,14
0.0013,0.04015370085835457,-194074.96283043,0.9841505885124207,3386072649.6,0.004959513898938894,147,1.0,55.28,30000,-2.384185791015625e-07,3,203
