train/critic_loss,time/episodes,rollout/ep_rew_mean,train/ent_coef,train/actor_loss,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,train/ent_coef_loss,time/fps,train/learning_rate,train/n_updates,eval/mean_ep_length,eval/mean_reward
12031.8671875,184,-3055.2149961699997,1.0564955472946167,277.17523193359375,68.23,12120,36,0.043539613485336304,334,0.001,1502,,
5661.96630859375,188,-2975.98709007,1.0551533699035645,229.36196899414062,66.12,12336,36,-0.05689670890569687,333,0.001,1529,,
5248.4130859375,192,-2919.638556410001,1.0546635389328003,297.63201904296875,65.27,12552,37,0.03741392120718956,333,0.001,1556,,
8315.5439453125,196,-2900.89847195,1.0456386804580688,387.44464111328125,67.53,13384,40,0.11528728902339935,331,0.001,1660,,
4667.7236328125,200,-2798.320812199999,1.024749755859375,470.5954284667969,66.73,14176,42,0.07915566861629486,331,0.001,1759,,
5315.6181640625,204,-2787.9564820000005,1.01634681224823,496.78466796875,66.43,14448,43,0.0490989089012146,332,0.001,1793,,
4286.1005859375,208,-2778.803405520001,1.0060776472091675,500.34173583984375,65.45,14760,44,0.022877711802721024,332,0.001,1832,,
3130.80419921875,212,-2757.6108797700003,0.9978847503662109,373.7705383300781,65.98,15000,45,-0.004540130030363798,332,0.001,1862,,
8649.8125,216,-2737.8903668800003,0.994692325592041,330.92376708984375,65.05,15104,45,-0.01578005962073803,333,0.001,1875,,
5579.55322265625,220,-2754.3659721599997,0.9901466369628906,409.4212646484375,65.44,15248,45,-0.022317107766866684,333,0.001,1893,,
3215.9658203125,224,-2775.28612105,0.984772264957428,343.535400390625,66.39,15440,46,-0.031132573261857033,333,0.001,1917,,
7092.1064453125,228,-2534.7856455,0.9805888533592224,374.37701416015625,61.34,15600,46,-0.03843070566654205,333,0.001,1937,,
11254.951171875,232,-2540.2820222400005,0.9783812761306763,425.33013916015625,61.46,15696,47,-0.031773149967193604,333,0.001,1949,,
5582.0068359375,236,-2596.64128468,0.9763646125793457,370.35882568359375,65.76,15792,47,-0.032919980585575104,333,0.001,1961,,
3723.515625,240,-2588.60041675,0.9754690527915955,339.864501953125,65.46,15832,47,-0.025322476401925087,333,0.001,1966,,
4361.4248046875,244,-2402.7754004699996,0.9726513028144836,372.95361328125,61.24,16000,47,-0.035912588238716125,333,0.001,1987,,
9940.7578125,248,-2332.1907423099997,0.970977246761322,369.5645751953125,61.03,16128,48,-0.030514661222696304,333,0.001,2003,,
8782.322265625,252,-2394.2652609100005,0.9669718146324158,387.9809265136719,63.34,16464,49,-0.019777936860919,334,0.001,2045,,
2751.63916015625,256,-2348.1767653899997,0.9636988043785095,431.29632568359375,62.54,16728,50,-0.042284656316041946,334,0.001,2078,,
7844.83203125,260,-2378.0503952500003,0.9589014053344727,472.61444091796875,65.1,17032,50,-0.06310038268566132,334,0.001,2116,,
2010.2392578125,264,-2329.7334489,0.9503158330917358,494.8497314453125,66.08,17472,52,-0.1118922010064125,334,0.001,2171,,
5988.728515625,268,-2188.5908537999994,0.9458051919937134,502.44647216796875,64.85,17672,52,-0.15838661789894104,334,0.001,2196,,
4194.310546875,272,-2179.44962345,0.9413919448852539,454.22821044921875,65.42,17824,53,-0.16442033648490906,334,0.001,2215,,
1858.943603515625,276,-2041.0828540599996,0.9074655175209045,521.45166015625,67.37,19008,56,-0.2735598087310791,335,0.001,2363,,
1813.81103515625,280,-2129.27778507,0.8962250351905823,479.47674560546875,72.05,19400,57,-0.29107755422592163,335,0.001,2412,,
3713.20654296875,284,-2178.9135727400003,0.8848366737365723,489.96051025390625,77.0,19752,58,-0.39471518993377686,336,0.001,2456,,
5304.6728515625,288,-2227.6371639,0.8801624774932861,495.02642822265625,78.64,19904,59,-0.367969274520874,335,0.001,2475,,
4037.955078125,292,-2225.5012244699997,0.8778862953186035,448.62884521484375,77.27,19976,59,-0.3878709673881531,335,0.001,2484,,
3965.814453125,292,-2225.5012244699997,0.8771349191665649,466.3147277832031,77.27,20000,59,-0.42172080278396606,335,0.001,2487,,
,,,,,,20000,,,,,,16.0,-1114.1520498
2786.121826171875,296,-1958.80579737,0.8733729720115662,447.1190490722656,68.15,20104,60,-0.37045252323150635,334,0.001,2500,,
3039.295166015625,300,-2063.10944206,0.8698242902755737,421.3035888671875,68.29,20224,60,-0.3240143656730652,335,0.001,2515,,
3490.04052734375,304,-1934.86816864,0.8600279688835144,409.5545654296875,64.35,20648,61,-0.3173266649246216,334,0.001,2568,,
8342.86328125,308,-1857.14956319,0.8530616760253906,429.8686828613281,64.09,20952,62,-0.3962901830673218,334,0.001,2606,,
2283.558349609375,312,-1845.08848398,0.8444460034370422,484.39141845703125,64.48,21344,63,-0.46968215703964233,334,0.001,2655,,
4847.4501953125,316,-1899.7197152800002,0.8348796963691711,536.2716064453125,67.13,21720,64,-0.5036196708679199,334,0.001,2702,,
1938.9453125,320,-1922.07574812,0.823176920413971,516.2456665039062,70.08,22176,66,-0.5244928598403931,334,0.001,2759,,
4208.3173828125,324,-1932.33808953,0.8154782652854919,548.915771484375,72.4,22480,67,-0.40215227007865906,334,0.001,2797,,
4721.44873046875,328,-1983.55701836,0.8116670250892639,554.6878051757812,77.1,22664,67,-0.326458215713501,334,0.001,2820,,
3648.73583984375,332,-1970.29801309,0.8030533194541931,559.3790283203125,78.85,23064,68,-0.4865139126777649,335,0.001,2870,,
2421.6083984375,336,-1865.1723911300003,0.7975229024887085,580.8978271484375,76.77,23312,69,-0.503353476524353,335,0.001,2901,,
8073.8369140625,340,-1910.99439561,0.7873395681381226,546.6382446289062,80.09,23760,70,-0.6623586416244507,335,0.001,2957,,
1374.5224609375,344,-1840.08355414,0.7823276519775391,525.8822021484375,79.67,23968,71,-0.5613739490509033,335,0.001,2983,,
4960.458984375,348,-1848.9322543699998,0.780014157295227,546.9625244140625,79.42,24064,71,-0.6826373338699341,335,0.001,2995,,
4815.3408203125,352,-1679.9818396100004,0.7752383351325989,545.91845703125,75.13,24264,72,-0.6074326038360596,335,0.001,3020,,
1505.06201171875,356,-1682.78330878,0.7698912024497986,547.491455078125,77.76,24480,73,-0.6608120203018188,334,0.001,3047,,
3921.69189453125,360,-1654.7328317299998,0.7628167271614075,552.59765625,77.69,24768,74,-0.5021224021911621,334,0.001,3083,,
1923.68994140625,364,-1690.2149162,0.7476086616516113,524.174072265625,78.11,25520,76,-0.7027305364608765,333,0.001,3177,,
2592.697509765625,368,-1680.44084419,0.7434114217758179,570.3114013671875,76.97,25720,77,-0.7429619431495667,332,0.001,3202,,
2397.43994140625,372,-1770.4139841400001,0.7374911308288574,554.8973388671875,80.3,26000,78,-0.7090853452682495,332,0.001,3237,,
2465.903076171875,376,-1829.1671333999998,0.7293981313705444,555.089599609375,78.03,26328,79,-0.7873865365982056,332,0.001,3278,,
4955.6015625,380,-1972.71882316,0.7086920142173767,566.5092163085938,78.12,27200,81,-0.9897762537002563,332,0.001,3387,,
4074.564453125,384,-1944.33517557,0.6930358409881592,606.3914794921875,76.91,27840,83,-0.7969743609428406,332,0.001,3467,,
5833.421875,388,-1942.6207794999998,0.6844609975814819,565.6978759765625,80.0,28288,85,-0.5391314029693604,332,0.001,3523,,
2105.515869140625,392,-1971.7852175199996,0.6693922281265259,596.1832275390625,84.76,29256,87,-0.8003330230712891,332,0.001,3644,,
3857.03271484375,396,-2037.5375194099997,0.6575205326080322,574.48828125,91.63,29880,89,-0.868774950504303,333,0.001,3722,,
3433.073974609375,398,-2088.2428677499997,0.6551823616027832,545.6016235351562,94.98,30000,90,-0.7702975273132324,333,0.001,3737,,
,,,,,,30000,,,,,,416.0,-7116.5676166
3233.31982421875,400,-2098.81561682,0.6483092308044434,539.9827270507812,97.98,30368,94,-1.0167019367218018,321,0.001,3783,,
1468.932373046875,404,-2090.10437865,0.6413227915763855,546.11083984375,99.55,30696,95,-1.0521105527877808,321,0.001,3824,,
4204.3291015625,408,-2123.74423198,0.635894775390625,569.9698486328125,100.04,30952,96,-1.047932505607605,321,0.001,3856,,
3411.5244140625,412,-2152.44539227,0.619874119758606,537.782958984375,101.37,31744,98,-1.0176522731781006,321,0.001,3955,,
1357.838134765625,416,-2129.62544557,0.6069294214248657,551.96484375,103.86,32472,100,-1.0652071237564087,322,0.001,4046,,
2158.204833984375,420,-2117.26611248,0.5972495079040527,561.224853515625,107.19,33024,102,-1.327430009841919,322,0.001,4115,,
4192.6669921875,424,-2141.8669505399994,0.5924641489982605,595.6702270507812,105.4,33264,103,-1.2232463359832764,322,0.001,4145,,
1588.365478515625,428,-2101.21771077,0.5874417424201965,584.3680419921875,102.68,33536,103,-1.0655078887939453,322,0.001,4179,,
2275.69921875,432,-2106.78299589,0.5811329483985901,564.8325805664062,101.25,33888,104,-0.8391156196594238,322,0.001,4223,,
3866.2587890625,436,-2146.0898970299995,0.5772463083267212,575.2557983398438,105.47,34144,105,-0.8351653814315796,322,0.001,4255,,
1862.5218505859375,440,-2089.30797808,0.5701465606689453,557.4219360351562,103.01,34648,107,-0.8125647902488708,322,0.001,4318,,
1226.524169921875,444,-2200.92291558,0.5682334899902344,552.2654418945312,108.69,34792,107,-0.6371763348579407,322,0.001,4336,,
1757.26953125,448,-2235.5376539999997,0.5546889305114746,558.04052734375,114.72,35816,111,-0.877101719379425,322,0.001,4464,,
1938.9852294921875,452,-2250.1681344399994,0.5455815196037292,547.1148071289062,116.32,36608,113,-0.757291316986084,322,0.001,4563,,
1311.31640625,456,-2355.9399232099995,0.5393295884132385,590.70703125,120.53,37104,115,-1.4152835607528687,322,0.001,4625,,
1421.419189453125,460,-2397.22720704,0.5223298072814941,560.3035888671875,123.22,38408,119,-0.6526964902877808,321,0.001,4788,,
2574.7900390625,464,-2462.67961157,0.517676055431366,619.8905639648438,130.67,38832,120,-0.7014364004135132,321,0.001,4841,,
1416.954345703125,468,-2448.1337116799996,0.5143519043922424,603.1495971679688,131.47,39128,121,-0.9445861577987671,321,0.001,4878,,
2370.863037109375,470,-2403.0962177999995,0.501685380935669,572.7685546875,130.23,40000,124,-0.862236738204956,321,0.001,4987,,
,,,,,,40000,,,,,,421.8,-7173.5075192
1507.460693359375,472,-2352.43747465,0.4977490305900574,576.3485717773438,129.07,40336,128,-1.1674041748046875,313,0.001,5029,,
1774.2066650390625,476,-2297.26816026,0.487470805644989,533.040771484375,130.45,41200,131,-1.0799064636230469,314,0.001,5137,,
4082.826416015625,480,-2053.3876169900004,0.48170205950737,524.77978515625,126.04,41696,132,-1.2999053001403809,314,0.001,5199,,
6228.9072265625,484,-2129.21379991,0.47798165678977966,553.5523681640625,128.54,41968,133,-1.2251025438308716,314,0.001,5233,,
4715.0712890625,488,-2066.1766951900004,0.4748843312263489,571.4013671875,124.3,42240,134,-0.8976773023605347,314,0.001,5267,,
1898.4552001953125,492,-2169.6695103800002,0.4738939106464386,546.503662109375,129.01,42328,134,-0.9966630935668945,315,0.001,5278,,
4610.52392578125,496,-2197.6117013099997,0.46900591254234314,526.7992553710938,130.93,42848,135,-0.8600783348083496,315,0.001,5343,,
2351.48291015625,500,-2013.0698900399998,0.4658789336681366,563.1383666992188,122.11,43248,137,-0.16188938915729523,315,0.001,5393,,
1232.6796875,504,-2082.1027221699997,0.46408066153526306,503.03466796875,126.06,43536,137,-1.2466545104980469,315,0.001,5429,,
4334.47314453125,508,-2100.83877625,0.46234115958213806,539.4000854492188,127.55,43760,138,-0.8934638500213623,316,0.001,5457,,
2534.9765625,512,-2103.11963678,0.45902079343795776,550.1958618164062,127.91,44136,139,-0.5253414511680603,316,0.001,5504,,
2237.394287109375,516,-2220.71510621,0.45469850301742554,541.2514038085938,128.67,44888,141,-0.55743408203125,316,0.001,5598,,
6008.9580078125,520,-2229.3573797700005,0.4487156867980957,548.003662109375,128.15,46064,145,-0.48225364089012146,317,0.001,5745,,
6120.439453125,524,-2239.06639377,0.4468039572238922,514.9346923828125,133.87,46408,146,-0.10263583809137344,317,0.001,5788,,
5875.609375,528,-2306.7386914399995,0.44229191541671753,576.7063598632812,136.61,47096,148,-0.855949878692627,317,0.001,5874,,
1424.970703125,532,-2334.54109473,0.43953171372413635,524.04736328125,138.92,47680,149,-0.24353885650634766,318,0.001,5947,,
2734.321533203125,536,-2350.81089431,0.4283687472343445,527.367431640625,143.81,49280,154,0.11542578041553497,318,0.001,6147,,
4282.201171875,540,-2355.97053848,0.4267663359642029,472.6754455566406,145.65,49976,156,-0.5403269529342651,318,0.001,6234,,
2263.6044921875,540,-2355.97053848,0.4266679883003235,495.4372253417969,145.65,50000,157,-0.5218001008033752,318,0.001,6237,,
,,,,,,50000,,,,,,319.0,-10957.5393118
1794.10888671875,544,-2251.53261505,0.42343467473983765,489.73724365234375,149.94,50544,162,-0.47599732875823975,311,0.001,6305,,
2544.44677734375,548,-2199.53348748,0.42114025354385376,480.52777099609375,148.6,51720,165,-0.26115813851356506,311,0.001,6452,,
4160.5361328125,552,-2274.85400639,0.4197276830673218,473.21563720703125,158.25,52688,168,-0.35689547657966614,312,0.001,6573,,
2994.496337890625,556,-2141.77228252,0.4182056188583374,475.262939453125,153.42,53240,170,-0.2756105661392212,312,0.001,6642,,
1692.34912109375,560,-2114.59049891,0.41681551933288574,474.0369567871094,154.06,53744,171,-0.4349362850189209,312,0.001,6705,,
1918.5057373046875,564,-2058.69620103,0.4147602319717407,418.1867370605469,155.71,54416,173,-0.3773003816604614,312,0.001,6789,,
1662.94189453125,568,-2100.5668663600004,0.414550244808197,491.72119140625,163.11,55024,175,0.7916291952133179,313,0.001,6865,,
8660.5849609375,572,-2191.1395797300006,0.41536036133766174,490.4896240234375,165.13,55368,176,-0.2851414680480957,313,0.001,6908,,
6644.5087890625,576,-2168.25737408,0.4142032265663147,486.37335205078125,164.16,55896,178,-0.022965900599956512,313,0.001,6974,,
2745.6474609375,580,-2201.62741275,0.4137384593486786,443.7432861328125,166.27,56392,179,0.17096272110939026,313,0.001,7036,,
2567.40771484375,584,-2128.67965769,0.412092924118042,491.74810791015625,163.37,57120,181,-0.05794304609298706,314,0.001,7127,,
3840.056884765625,588,-2170.9698222,0.4117007255554199,414.0690002441406,168.96,57256,182,-0.2567906975746155,314,0.001,7144,,
3962.702392578125,592,-2037.6761701599999,0.4115533232688904,455.51416015625,159.49,57312,182,-0.3843732476234436,314,0.001,7151,,
3692.307373046875,596,-1940.29105059,0.4114314019680023,431.746826171875,151.66,57360,182,0.17332769930362701,314,0.001,7157,,
3710.879150390625,600,-1911.99862668,0.41116413474082947,423.8732604980469,151.53,57752,183,-0.1828109622001648,314,0.001,7206,,
1742.517822265625,604,-1917.6475398299997,0.41123026609420776,447.27630615234375,149.93,57968,184,0.17340347170829773,314,0.001,7233,,
2698.50341796875,608,-1835.9578750800003,0.4114387035369873,431.49237060546875,147.38,58312,185,0.06459443271160126,314,0.001,7276,,
4065.44677734375,612,-1813.8941406099998,0.4123554527759552,445.0452880859375,147.09,58952,187,-0.2126576006412506,314,0.001,7356,,
5185.11181640625,616,-1649.7993211899998,0.4129743278026581,439.21136474609375,145.64,59336,188,0.3717390298843384,315,0.001,7404,,
2005.35791015625,620,-1624.1786955900002,0.41530802845954895,446.85748291015625,142.86,59912,190,0.7014586925506592,315,0.001,7476,,
2970.16259765625,621,-1606.2031354599997,0.415952205657959,470.1135559082031,140.62,60000,190,0.7568203210830688,315,0.001,7487,,
,,,,,,60000,,,,,,481.8,-4035.3227432
3299.034423828125,624,-1598.7592150899995,0.4187961518764496,443.44134521484375,139.74,60400,195,-0.014500692486763,309,0.001,7537,,
2670.690673828125,628,-1574.03344391,0.4131477475166321,418.0392761230469,145.85,62440,201,-0.44519728422164917,310,0.001,7792,,
3453.9462890625,632,-1569.71218764,0.40993842482566833,426.2611083984375,145.87,63064,203,-0.3114076256752014,310,0.001,7870,,
1261.607666015625,636,-1504.2041318000001,0.40819787979125977,410.6733703613281,137.75,63480,204,-0.36320120096206665,310,0.001,7922,,
2443.618408203125,640,-1512.93556183,0.40397772192955017,425.4014587402344,137.8,64368,206,-0.18431085348129272,310,0.001,8033,,
2688.62158203125,644,-1610.1772731299998,0.40343138575553894,409.1636962890625,142.38,65744,211,-0.05520203709602356,311,0.001,8205,,
4031.673095703125,648,-1707.7108156699999,0.40716665983200073,443.55902099609375,149.65,66552,213,0.2018665373325348,311,0.001,8306,,
7727.619140625,652,-1714.9499683600004,0.4085769057273865,402.060302734375,148.55,67312,215,0.03278539329767227,312,0.001,8401,,
2553.538330078125,656,-1744.4643430299993,0.40801265835762024,400.733642578125,149.41,67816,217,-0.11550156772136688,312,0.001,8464,,
2614.76171875,660,-1760.6727580800004,0.4057522416114807,467.48687744140625,145.92,68152,218,-0.3249121606349945,312,0.001,8506,,
1470.635009765625,664,-1731.5404583700001,0.4026340842247009,439.47686767578125,138.35,68744,219,0.05686213821172714,312,0.001,8580,,
2919.6650390625,668,-1675.7340524999997,0.40324193239212036,405.7721862792969,132.23,69152,220,-0.1528400182723999,312,0.001,8631,,
2401.63134765625,671,-1690.82576221,0.4048203229904175,426.92431640625,141.62,70000,223,0.36475658416748047,313,0.001,8737,,
,,,,,,70000,,,,,,246.6,-3009.4073372
2732.11962890625,672,-1666.69453883,0.40541157126426697,419.1531677246094,140.97,70168,225,0.12080885469913483,310,0.001,8758,,
1781.447021484375,676,-1645.34086962,0.4065214991569519,388.61334228515625,143.7,70656,227,0.2717664837837219,310,0.001,8819,,
3018.76806640625,680,-1879.7749910099997,0.4071243107318878,405.5556640625,147.84,71160,229,0.09147641062736511,310,0.001,8882,,
2217.91943359375,684,-1830.0376613799997,0.4073723256587982,397.186767578125,145.8,71424,230,-0.15392665565013885,310,0.001,8915,,
3797.22509765625,688,-1811.7434535500004,0.4066132605075836,396.03759765625,142.63,72024,232,0.15521976351737976,310,0.001,8990,,
2843.96435546875,692,-1794.97271115,0.40473100543022156,430.8494873046875,144.77,72584,234,-0.27432435750961304,310,0.001,9060,,
3866.926025390625,696,-1820.54253268,0.3970010280609131,418.2769775390625,151.65,73400,236,-0.7572987675666809,310,0.001,9162,,
3376.400390625,700,-2012.0281299199999,0.38859403133392334,372.39581298828125,161.2,74448,239,-0.6103442311286926,310,0.001,9293,,
1260.60205078125,704,-1942.39209396,0.3817365765571594,417.74298095703125,161.86,75664,243,-0.6512024402618408,311,0.001,9445,,
2513.665283203125,708,-2036.5442807200002,0.3756333589553833,404.569091796875,171.84,76728,246,-0.2163281887769699,311,0.001,9578,,
3616.546875,712,-2004.1106630800004,0.374968558549881,417.70391845703125,168.83,77008,247,0.13104957342147827,311,0.001,9613,,
6200.8115234375,716,-2011.84023778,0.37497270107269287,420.8819885253906,169.71,77344,248,0.17535771429538727,311,0.001,9655,,
1913.06640625,720,-2009.2997532299999,0.37763121724128723,375.990478515625,169.06,77944,249,0.6948528289794922,311,0.001,9730,,
1524.863037109375,724,-1982.9772648600003,0.3798896372318268,380.2689208984375,170.54,78368,251,0.6666353940963745,311,0.001,9783,,
2674.95458984375,728,-2006.85123193,0.3815508186817169,382.4856262207031,167.04,79072,253,0.00968274474143982,312,0.001,9871,,
2542.749267578125,732,-2054.93396945,0.38105911016464233,400.4261779785156,174.07,79592,254,0.06130926311016083,312,0.001,9936,,
5026.4130859375,732,-2054.93396945,0.38068389892578125,373.307373046875,174.07,80000,256,-0.28168854117393494,312,0.001,9987,,
,,,,,,80000,,,,,,581.2,-4005.5939714
1884.2523193359375,736,-2068.68489742,0.3804991543292999,403.0673828125,177.74,80528,262,-0.4919816851615906,306,0.001,10053,,
3722.390869140625,740,-2047.2651815899999,0.3793589174747467,386.94696044921875,180.42,81472,265,0.060631513595581055,307,0.001,10171,,
4115.23828125,744,-2060.30627903,0.37807056307792664,381.4483337402344,173.15,82192,267,-0.6262506246566772,307,0.001,10261,,
1566.1375732421875,748,-2008.6108635,0.37837740778923035,400.4221496582031,166.89,83784,272,1.0920209884643555,306,0.001,10460,,
1411.36181640625,752,-1966.8443448599999,0.3804701566696167,380.453369140625,165.34,83984,273,0.8579522967338562,306,0.001,10485,,
1982.6094970703125,756,-1974.1979636300007,0.3848475515842438,351.18206787109375,168.99,84512,275,0.21451707184314728,307,0.001,10551,,
7041.669921875,760,-1943.22261447,0.38699615001678467,374.6375732421875,170.06,85264,277,0.12844979763031006,307,0.001,10645,,
1713.33740234375,764,-2036.6558253699998,0.39134061336517334,398.6628723144531,180.27,86040,279,0.29406583309173584,307,0.001,10742,,
2155.59716796875,768,-2070.18177376,0.39245373010635376,397.25360107421875,183.48,87488,283,-0.3956059217453003,308,0.001,10923,,
3070.389404296875,772,-2006.5488364699997,0.38877183198928833,367.11614990234375,182.02,88240,285,-0.07123833149671555,308,0.001,11017,,
3820.8203125,776,-2079.6645718199998,0.3861147463321686,375.0445251464844,182.87,88952,288,-0.2703951597213745,308,0.001,11106,,
5107.8134765625,780,-1885.3385288,0.3860684335231781,374.9488830566406,181.71,89440,289,0.25960367918014526,309,0.001,11167,,
2324.84521484375,783,-1935.36620755,0.3881564736366272,306.5345153808594,182.94,90000,291,-0.4021531939506531,309,0.001,11237,,
,,,,,,90000,,,,,,646.0,-2667.9114076
5024.390625,784,-1940.49005462,0.3881767690181732,343.2705078125,184.04,90184,296,-0.05010844022035599,304,0.001,11260,,
5064.71044921875,788,-1915.2746789,0.38771718740463257,310.59832763671875,184.78,90824,298,-0.4728838801383972,304,0.001,11340,,
3982.70947265625,792,-2014.57796048,0.388753741979599,318.9015197753906,195.09,91688,300,0.3304350674152374,304,0.001,11448,,
