train/ent_coef,train/critic_loss,train/actor_loss,time/total_timesteps,time/time_elapsed,train/ent_coef_loss,rollout/ep_len_mean,train/n_updates,rollout/ep_rew_mean,time/fps,train/learning_rate,time/episodes
141.8578338623047,33752604.0,-72109.84375,260000,484,22.105817794799805,11.68,64974,133502.033596,536,0.0055,17337
73.75141906738281,35643516.0,-67250.375,270000,503,14.877817153930664,10.6,67474,132847.03377959,536,0.0055,18221
466.54913330078125,97039200.0,-121447.8515625,280000,521,-51.08149719238281,30.23,69974,-218085.12048408002,536,0.0055,18810
55.66759490966797,12969785.0,-70081.625,290000,540,8.280632019042969,10.84,72474,132933.1,536,0.0055,19512
52.230186462402344,8293250.0,-76449.78125,300000,559,6.113086700439453,10.56,74974,133539.73007914,536,0.0055,20346
247.05223083496094,58386308.0,-38521.8984375,310000,577,43.241233825683594,17.65,77474,125623.05099286001,536,0.0055,21007
146.97360229492188,74403840.0,-25262.67578125,320000,596,-17.91228675842285,15.35,79974,107870.91726684,536,0.0055,21453
62.923641204833984,35016260.0,-79002.453125,330000,615,10.318628311157227,10.68,82474,128395.07369245001,536,0.0055,22172
164.191162109375,34425852.0,-52579.78125,340000,633,25.3794002532959,16.84,84974,115028.52014215,536,0.0055,22844
34.865787506103516,86985808.0,-79542.53125,350000,652,1.2570414543151855,10.34,87474,133563.0,536,0.0055,23759
208.89120483398438,39915472.0,-58753.54296875,360000,671,45.79387283325195,11.23,89974,133308.85981206,536,0.0055,24331
127.42652893066406,26942968.0,-33237.515625,370000,689,32.642738342285156,12.3,92474,133355.8,536,0.0055,24936
162.65887451171875,24393980.0,-50322.3359375,380000,708,2.6974098682403564,11.07,94974,133222.06088663999,536,0.0055,25811
634.1365356445312,123787488.0,-959.3958740234375,390000,727,68.55343627929688,31.38,97474,-183227.87346847,536,0.0055,26331
268.0809631347656,424192960.0,-43241.9765625,400000,745,48.731571197509766,12.03,99974,129655.73822382,536,0.0055,26937
52.26287078857422,34782896.0,-60959.109375,410000,766,3.7579541206359863,10.54,102474,133543.86639752,535,0.0055,27770
90.31456756591797,66023152.0,-62999.46484375,420000,786,10.672449111938477,10.46,104974,133248.14486713998,533,0.0055,28530
62.18830871582031,17687478.0,-79484.828125,430000,807,7.495771884918213,9.9,107474,133471.6,532,0.0055,29480
3698.871826171875,2318418944.0,29963.130859375,440000,827,-96.25216674804688,20.87,109974,-340324.84836870997,531,0.0055,30230
1415.5694580078125,309592672.0,75772.828125,450000,847,26.291786193847656,19.12,112474,-91488.280906,530,0.0055,30770
194.82400512695312,244879040.0,-10091.791015625,460000,868,24.957462310791016,16.29,114974,60391.5,529,0.0055,31428
394.2664489746094,262308864.0,-9746.9453125,470000,888,-3.1821136474609375,18.11,117474,-18388.05334074,529,0.0055,32177
673.9078979492188,997335616.0,34700.70703125,480000,908,49.078094482421875,22.95,119974,-122486.14516378999,528,0.0055,32567
118.93746948242188,86002992.0,-30590.19921875,490000,928,21.74242401123047,19.15,122474,84203.57069462,527,0.0055,33121
42.50920104980469,36867712.0,-59569.91015625,500000,948,2.3685860633850098,10.66,124974,133329.19708532,526,0.0055,33966
63.58881759643555,137263296.0,-68039.3125,510000,969,-35.74111557006836,19.81,127474,124661.98291255,526,0.0055,34819
584.5966186523438,114813136.0,-11090.49609375,520000,989,73.41873168945312,33.41,129974,-291244.92796331,525,0.0055,35225
50.59893798828125,29719562.0,-58560.33203125,530000,1009,5.833533763885498,9.97,132474,133071.27168828,525,0.0055,36091
55.526268005371094,17767292.0,-64709.7890625,540000,1029,0.4239289164543152,10.59,134974,127190.28530944999,524,0.0055,37068
552.7103881835938,217614464.0,-21780.861328125,550000,1049,-60.36510467529297,20.2,137474,-275194.94044023,524,0.0055,37928
200.08377075195312,62192192.0,-37036.41015625,560000,1068,36.97773742675781,11.3,139974,132794.76941151998,523,0.0055,38631
43.88290786743164,24744134.0,-64645.1640625,570000,1088,-3.486039638519287,9.54,142474,133593.90377385,523,0.0055,39599
108.06053924560547,48433720.0,-58150.3125,580000,1108,27.159839630126953,10.13,144974,133376.4827819,523,0.0055,40409
99.31297302246094,117514128.0,-82071.1015625,590000,1128,6.485843658447266,11.45,147474,133531.9622802,522,0.0055,41281
421.2386474609375,67033472.0,-42147.6328125,600000,1149,-18.146484375,24.73,149974,-251181.00965118996,522,0.0055,41987
67.27007293701172,15263338.0,-70938.2734375,610000,1169,3.964970350265503,9.4,152474,132915.38265554,521,0.0055,42824
51.089717864990234,20922532.0,-74407.34375,620000,1189,-18.8920841217041,9.73,154974,133186.32782728,521,0.0055,43833
60.966373443603516,56176672.0,-75252.359375,630000,1210,-61.33725357055664,9.51,157474,128510.79052772999,520,0.0055,44749
1207.748046875,478905024.0,45705.91796875,640000,1230,48.47040557861328,21.25,159974,14119.91915561,519,0.0055,45137
108.1957778930664,92758384.0,-64204.92578125,650000,1251,15.669597625732422,10.7,162474,133536.0,519,0.0055,45919
64.35667419433594,32627208.0,-73656.859375,660000,1271,3.5613293647766113,10.04,164974,133578.29185958,519,0.0055,46926
145.50497436523438,330023136.0,-35875.71484375,670000,1291,-114.73162078857422,14.44,167474,-20895.70866355,518,0.0055,47867
330.2586975097656,104620960.0,-27230.59765625,680000,1311,23.649446487426758,17.03,169974,24906.02042421,518,0.0055,48273
94.28952026367188,21923020.0,-63313.22265625,690000,1331,-11.371192932128906,17.28,172474,7462.158162279995,518,0.0055,49082
65.04065704345703,29357844.0,-68307.515625,700000,1351,7.056809425354004,9.95,174974,133584.9,517,0.0055,49944
3109.72265625,2083827328.0,164721.75,710000,1371,-65.78288269042969,17.64,177474,-183864.40914555,517,0.0055,50457
273.011474609375,128626208.0,-1216.03515625,720000,1391,28.130477905273438,16.92,179974,19339.79717726,517,0.0055,51088
47.5465202331543,44138760.0,-55431.5234375,730000,1411,6.507550239562988,10.02,182474,123530.19226006001,517,0.0055,52012
56.8905143737793,30013924.0,-69808.40625,740000,1431,5.360457420349121,11.19,184974,133519.63891717,516,0.0055,52938
529.92431640625,70792960.0,-18221.787109375,750000,1451,54.516578674316406,11.52,187474,99772.64627915001,516,0.0055,53538
74.14754486083984,28819018.0,-70966.25,760000,1471,4.204836368560791,11.55,189974,133479.17162097,516,0.0055,54427
223.09922790527344,37600984.0,-51026.88671875,770000,1491,-10.909543991088867,12.15,192474,58945.48287167,516,0.0055,55281
449.608642578125,25157868.0,-60022.19140625,780000,1512,62.36480712890625,12.16,194974,131166.70921475,515,0.0055,56088
1113.7587890625,771554048.0,68146.296875,790000,1532,-74.73178100585938,28.81,197474,-308109.14951421996,515,0.0055,56716
145.4503173828125,74530232.0,-54004.9921875,800000,1553,-10.459209442138672,13.08,199974,93818.17030032998,515,0.0055,57402
52.4877815246582,31501460.0,-77862.6875,810000,1573,1.3402538299560547,10.54,202474,133543.97079442,514,0.0055,58229
45.7183952331543,58541144.0,-84538.90625,820000,1592,2.575904607772827,9.95,204974,133584.0,514,0.0055,59191
5353.42138671875,8713608192.0,430659.0,830000,1613,-124.82386779785156,15.1,207474,-259494.70341716002,514,0.0055,60022
11992.5654296875,13533026304.0,627710.5,840000,1633,114.56136322021484,14.17,209974,-94264.58447511999,514,0.0055,60512
1407.6248779296875,2178589696.0,413341.5,850000,1653,74.51618957519531,11.32,212474,-43041.810933700006,514,0.0055,61182
185.8492889404297,912846016.0,189952.625,860000,1673,25.004947662353516,11.02,214974,94091.17117866,514,0.0055,62034
202.76487731933594,299133504.0,51238.33984375,870000,1692,0.8585538864135742,29.31,217474,-170065.39160163,513,0.0055,62747
351.2792053222656,149916480.0,-16615.583984375,880000,1712,27.918981552124023,10.76,219974,123252.45015203,513,0.0055,63598
136.27635192871094,48649672.0,-46713.9375,890000,1733,9.893290519714355,19.57,222474,129972.3342221,513,0.0055,64297
2675.87890625,929527936.0,163750.75,900000,1753,6.296082973480225,28.28,224974,-537410.04047673,513,0.0055,64858
652.5547485351562,553024640.0,86960.140625,910000,1773,-242.58387756347656,17.22,227474,95704.28786008,513,0.0055,65444
160.46607971191406,129441928.0,-22609.9453125,920000,1793,35.47496795654297,11.83,229974,132483.25164098002,513,0.0055,65941
54.16439437866211,72196712.0,-56615.40625,930000,1813,0.44793200492858887,11.51,232474,133494.30995381,512,0.0055,66832
597.1882934570312,494487776.0,30263.0546875,940000,1832,-86.32164001464844,32.16,234974,-187732.70258093,512,0.0055,67549
371.4873352050781,349594144.0,20553.576171875,950000,1852,50.320945739746094,12.14,237474,129630.68932495,512,0.0055,68029
72.35301208496094,137848768.0,-35824.0546875,960000,1872,-0.7992814779281616,11.66,239974,131012.87629578,512,0.0055,68970
270.875244140625,84369688.0,-29225.1015625,970000,1892,24.361679077148438,16.4,242474,60937.44682327,512,0.0055,69778
43.3334846496582,36663696.0,-87234.21875,980000,1912,3.8498153686523438,11.32,244974,133482.26527382,512,0.0055,70616
12123.80859375,93420126208.0,819983.1875,990000,1932,96.72257232666016,29.12,247474,-197634.56581197004,512,0.0055,71062
2432.394287109375,4858231808.0,163546.671875,1000000,1952,115.81277465820312,23.08,249974,-41081.87211103999,512,0.0055,71423
