train/ent_coef,time/episodes,rollout/ep_len_mean,train/critic_loss,time/fps,rollout/ep_rew_mean,time/time_elapsed,train/ent_coef_loss,train/learning_rate,train/actor_loss,train/n_updates,time/total_timesteps
65.64486694335938,139,37.78,4232.67822265625,132,-267746.06025012,75,-0.2836623191833496,0.0064,88571.75,2474,10000
41.7440185546875,330,54.49,4659.787109375,131,-96394.03571900999,152,1.9003574848175049,0.0064,44185.50390625,4974,20000
