train/actor_loss,train/n_updates,rollout/ep_rew_mean,time/total_timesteps,train/ent_coef,rollout/ep_len_mean,time/episodes,time/fps,time/time_elapsed,train/ent_coef_loss,train/critic_loss,train/learning_rate
-178.90496826171875,2474,-1862325.3071523702,10000,2.5942046642303467,61.61,160,223,44,-73.63384246826172,158351936.0,0.001
4761.31103515625,4974,-1132367.13724012,20000,7.054559707641602,62.4,318,219,90,-187.85543823242188,47297088.0,0.001
14703.0712890625,7474,-998850.82631632,30000,16.574554443359375,60.11,485,220,136,-235.46337890625,94232600.0,0.001
24613.44921875,9974,-983173.6398287799,40000,34.2025260925293,51.55,652,220,181,-192.33216857910156,60938936.0,0.001
28178.3671875,12474,-1300164.61621944,50000,59.88375473022461,85.9,783,219,227,-184.57835388183594,65524720.0,0.001
75779.96875,14974,-3243831.4914077003,60000,103.3171615600586,117.83,871,219,273,-135.8756866455078,122729960.0,0.001
-7140.736328125,17474,-2975204.6102324696,70000,142.80044555664062,136.02,954,219,319,-129.38189697265625,131539400.0,0.001
75738.7578125,19974,-2007766.9533968503,80000,204.32223510742188,90.52,1057,218,365,-34.981903076171875,56036612.0,0.001
92398.7109375,22474,-846534.5675049099,90000,243.71900939941406,57.05,1253,218,412,-29.420825958251953,221626944.0,0.001
111499.03125,24974,-1869123.79883739,100000,305.5335998535156,92.18,1345,218,458,16.110088348388672,89903904.0,0.001
129864.8671875,27474,-2980852.4421155704,110000,280.2417297363281,138.58,1408,217,504,-29.925613403320312,100124784.0,0.001
157217.71875,29974,-3066071.0664964495,120000,268.14959716796875,172.31,1465,217,550,-35.40625,117062104.0,0.001
164278.03125,32474,-3009876.2183296406,130000,249.9335174560547,177.03,1516,217,597,8.65227222442627,103241872.0,0.001
157803.625,34974,-2545844.56803387,140000,231.7388458251953,164.76,1581,217,643,7.998502731323242,203156176.0,0.001
176525.875,37474,-1874286.9478757598,150000,185.30709838867188,127.73,1653,217,689,23.94312286376953,185666880.0,0.001
181267.453125,39974,-187422.825361,160000,133.22637939453125,10.83,2083,217,735,0.5652236938476562,175288464.0,0.001
186035.34375,42474,-155845.80783898,170000,131.0518035888672,7.85,3262,217,782,-1.2175555229187012,91221904.0,0.001
193135.046875,44974,-144814.27155353,180000,116.52582550048828,6.74,4578,217,828,-1.6673450469970703,57123336.0,0.001
195311.21875,47474,-137656.66034516002,190000,100.53755187988281,6.02,6134,217,875,-1.558447241783142,131998024.0,0.001
188991.265625,49974,-137290.02980848,200000,87.3268814086914,6.01,7700,217,921,0.4540572166442871,129954672.0,0.001
191218.84375,52474,-137294.30242011,210000,76.51244354248047,6.0,9338,217,966,3.9788918495178223,203153648.0,0.001
179012.6875,54974,-138412.37562315003,220000,69.06494903564453,6.13,10979,217,1012,-5.206732273101807,116040824.0,0.001
177518.109375,57474,-137127.21191411003,230000,66.41217803955078,6.03,12629,217,1059,2.9247474670410156,91693456.0,0.001
175158.3125,59974,-140667.98304641002,240000,63.29070281982422,6.36,14261,217,1105,-0.5409448742866516,61104592.0,0.001
172870.734375,62474,-136766.92008525002,250000,61.25985336303711,6.0,15881,217,1150,-3.1900110244750977,74719160.0,0.001
177274.9375,64974,-136802.16605493997,260000,58.49476623535156,6.0,17533,217,1196,-2.9575552940368652,91850368.0,0.001
172787.890625,67474,-136994.07781885,270000,53.88217544555664,6.0,19183,217,1242,0.2743363380432129,73176720.0,0.001
164089.78125,69974,-137031.66192061,280000,51.39867401123047,6.0,20848,217,1287,-1.464770793914795,45338936.0,0.001
159012.6875,72474,-137211.03340796998,290000,52.39411926269531,6.0,22501,217,1332,2.4840331077575684,38422080.0,0.001
160523.875,74974,-137028.02845605,300000,49.74929428100586,6.0,24150,217,1377,3.587583541870117,82456360.0,0.001
153272.3125,77474,-136961.95862995004,310000,45.52701950073242,6.0,25815,218,1421,1.0781700611114502,24155796.0,0.001
152976.09375,79974,-136886.43775105997,320000,47.95930099487305,6.0,27483,218,1465,2.3126626014709473,111312680.0,0.001
151900.1875,82474,-137167.43646487,330000,45.64890670776367,6.0,29144,218,1509,0.5830234289169312,27412916.0,0.001
150478.59375,84974,-136955.60411798,340000,44.94167709350586,6.0,30810,218,1554,-0.42474138736724854,134128680.0,0.001
147990.28125,87474,-136659.73275662,350000,42.08885955810547,6.0,32460,218,1598,-1.303469181060791,25998222.0,0.001
152413.40625,89974,-137051.84752131999,360000,44.543235778808594,6.0,34118,219,1642,1.2260278463363647,33561168.0,0.001
152944.6875,92474,-136986.91863099,370000,40.94773483276367,6.0,35781,219,1686,5.416467666625977,30431502.0,0.001
151297.109375,94974,-136738.24766149,380000,39.143157958984375,6.0,37448,219,1731,-3.3365049362182617,85541424.0,0.001
149749.34375,97474,-137048.79573492,390000,41.338218688964844,6.0,39115,219,1775,0.1178290843963623,89744008.0,0.001
146902.015625,99974,-136646.52561051998,400000,40.46239471435547,6.0,40781,219,1819,1.3178199529647827,16490969.0,0.001
152677.828125,102474,-150474.29232873,410000,57.42440414428711,7.08,42311,219,1868,0.30138489603996277,59363432.0,0.001
159137.203125,104974,-136643.99960479,420000,81.9840087890625,6.0,43925,219,1917,4.56799840927124,52275752.0,0.001
161111.34375,107474,-137464.71085317,430000,105.04521179199219,6.02,45584,218,1966,-3.232363700866699,51169564.0,0.001
159666.640625,109974,-136720.31985225,440000,104.05359649658203,6.0,47247,218,2015,0.9304041862487793,153344496.0,0.001
167579.96875,112474,-137058.58238711,450000,129.53099060058594,6.0,48911,218,2064,0.26778215169906616,139885728.0,0.001
155989.296875,114974,-136715.0405688,460000,85.15528869628906,6.0,50566,217,2112,12.730310440063477,64751040.0,0.001
156075.34375,117474,-137207.92169262,470000,71.74122619628906,6.0,52231,217,2161,2.9527316093444824,104237184.0,0.001
146677.265625,119974,-136719.67955816002,480000,61.487796783447266,6.0,53897,217,2209,2.566200017929077,53936040.0,0.001
145169.09375,122474,-136869.34411739,490000,54.29038619995117,6.0,55559,216,2258,3.940864086151123,80044736.0,0.001
153456.640625,124974,-136916.74784867003,500000,70.1546630859375,6.0,57226,216,2306,-3.5305962562561035,101600096.0,0.001
141964.953125,127474,-136977.82111199002,510000,70.81584167480469,6.0,58878,216,2355,-4.866494655609131,42842224.0,0.001
146334.0,129974,-137043.75689627,520000,55.38582992553711,6.0,60545,216,2403,3.073676586151123,53785824.0,0.001
147823.84375,132474,-137001.01905262002,530000,50.748958587646484,6.0,62213,216,2452,2.5633208751678467,156542672.0,0.001
